cik,date,url
"""0001170833""",2008-03-13,https://www.sec.gov//Archives/edgar/data/1170833/000110465908017318/0001104659-08-017318-index.htm
"""0000913341""",2005-05-13,https://www.sec.gov//Archives/edgar/data/913341/000119312505106824/0001193125-05-106824-index.htm
"""0000356028""",2006-08-16,https://www.sec.gov//Archives/edgar/data/356028/000104746906011030/0001047469-06-011030-index.htm
"""0000913142""",2007-03-05,https://www.sec.gov//Archives/edgar/data/913142/000095012307003202/0000950123-07-003202-index.htm
"""0000948976""",2002-11-27,https://www.sec.gov//Archives/edgar/data/948976/000100127702000558/0001001277-02-000558-index.htm
"""0000750686""",2006-03-24,https://www.sec.gov//Archives/edgar/data/750686/000119312506062562/0001193125-06-062562-index.htm
"""0001129162""",2003-02-05,https://www.sec.gov//Archives/edgar/data/1129162/000104746903004127/0001047469-03-004127-index.htm
"""0000944696""",2000-12-21,https://www.sec.gov//Archives/edgar/data/944696/000094469600500020/0000944696-00-500020-index.htm
"""0001074433""",2001-08-15,https://www.sec.gov//Archives/edgar/data/1074433/000092708901500333/0000927089-01-500333-index.htm
"""0000766701""",2001-02-16,https://www.sec.gov//Archives/edgar/data/766701/000095013401001550/0000950134-01-001550-index.htm
"""0001036141""",2009-09-01,https://www.sec.gov//Archives/edgar/data/1036141/000095012309040153/0000950123-09-040153-index.htm
"""0000726958""",2010-07-29,https://www.sec.gov//Archives/edgar/data/726958/000119312510170510/0001193125-10-170510-index.htm
"""0000813298""",2000-11-15,https://www.sec.gov//Archives/edgar/data/813298/000092242300500050/0000922423-00-500050-index.htm
"""0001297587""",2013-05-21,https://www.sec.gov//Archives/edgar/data/1297587/000119312513228677/0001193125-13-228677-index.htm
"""0000944148""",2004-03-04,https://www.sec.gov//Archives/edgar/data/944148/000095015204001595/0000950152-04-001595-index.htm
"""0000944148""",2003-06-10,https://www.sec.gov//Archives/edgar/data/944148/000095015203006019/0000950152-03-006019-index.htm
"""0001067294""",2006-12-13,https://www.sec.gov//Archives/edgar/data/1067294/000095014406011492/0000950144-06-011492-index.htm
"""0001067294""",2006-03-31,https://www.sec.gov//Archives/edgar/data/1067294/000095014406002962/0000950144-06-002962-index.htm
"""0001017917""",2004-07-27,https://www.sec.gov//Archives/edgar/data/1017917/000119312504125430/0001193125-04-125430-index.htm
"""0000021828""",2009-07-09,https://www.sec.gov//Archives/edgar/data/21828/000114036109016178/0001140361-09-016178-index.htm
"""0001306830""",2007-03-06,https://www.sec.gov//Archives/edgar/data/1306830/000095012307003269/0000950123-07-003269-index.htm
"""0001030894""",2015-04-27,https://www.sec.gov//Archives/edgar/data/1030894/000104746915003939/0001047469-15-003939-index.htm
"""0001030894""",2012-10-29,https://www.sec.gov//Archives/edgar/data/1030894/000104746912009837/0001047469-12-009837-index.htm
"""0000701347""",2014-02-21,https://www.sec.gov//Archives/edgar/data/701347/000104746914001124/0001047469-14-001124-index.htm
"""0000949298""",2005-08-12,https://www.sec.gov//Archives/edgar/data/949298/000095014405008709/0000950144-05-008709-index.htm
"""0000018808""",2006-02-13,https://www.sec.gov//Archives/edgar/data/18808/000119312506028543/0001193125-06-028543-index.htm
"""0000944148""",2004-03-04,https://www.sec.gov//Archives/edgar/data/944148/000095015204001595/0000950152-04-001595-index.htm
"""0000944148""",2003-06-10,https://www.sec.gov//Archives/edgar/data/944148/000095015203006019/0000950152-03-006019-index.htm
"""0001136893""",2010-07-06,https://www.sec.gov//Archives/edgar/data/1136893/000095012310063756/0000950123-10-063756-index.htm
"""0001213432""",2003-11-12,https://www.sec.gov//Archives/edgar/data/1213432/000100579403000340/0001005794-03-000340-index.htm
"""0001297587""",2013-05-21,https://www.sec.gov//Archives/edgar/data/1297587/000119312513228677/0001193125-13-228677-index.htm
"""0001053706""",2016-02-22,https://www.sec.gov//Archives/edgar/data/1053706/000104746916010267/0001047469-16-010267-index.htm
"""0001092006""",2008-02-21,https://www.sec.gov//Archives/edgar/data/1092006/000119312508034726/0001193125-08-034726-index.htm
"""0001092006""",2008-02-21,https://www.sec.gov//Archives/edgar/data/1092006/000119312508034726/0001193125-08-034726-index.htm
"""0001136796""",2006-11-21,https://www.sec.gov//Archives/edgar/data/1136796/000119312506239970/0001193125-06-239970-index.htm
"""0001091862""",2014-10-31,https://www.sec.gov//Archives/edgar/data/1091862/000119312514390929/0001193125-14-390929-index.htm
"""0001010838""",2001-07-10,https://www.sec.gov//Archives/edgar/data/1010838/000095013401503922/0000950134-01-503922-index.htm
"""0001156375""",2007-08-01,https://www.sec.gov//Archives/edgar/data/1156375/000119312507167751/0001193125-07-167751-index.htm
"""0000846676""",2018-05-22,https://www.sec.gov//Archives/edgar/data/846676/000110465918034909/0001104659-18-034909-index.htm
"""0000846676""",2010-04-30,https://www.sec.gov//Archives/edgar/data/846676/000110465910023644/0001104659-10-023644-index.htm
"""0000845379""",2012-06-22,https://www.sec.gov//Archives/edgar/data/845379/000119312512279394/0001193125-12-279394-index.htm
"""0000020212""",2018-01-10,https://www.sec.gov//Archives/edgar/data/20212/000119312518007791/0001193125-18-007791-index.htm
"""0001144834""",2008-10-15,https://www.sec.gov//Archives/edgar/data/1144834/000119312508210322/0001193125-08-210322-index.htm
"""0001171825""",2018-04-26,https://www.sec.gov//Archives/edgar/data/1171825/000119312518132599/0001193125-18-132599-index.htm
"""0001171825""",2017-04-27,https://www.sec.gov//Archives/edgar/data/1171825/000093041317001729/0000930413-17-001729-index.htm
"""0001171825""",2018-04-26,https://www.sec.gov//Archives/edgar/data/1171825/000119312518132599/0001193125-18-132599-index.htm
"""0001171825""",2017-04-27,https://www.sec.gov//Archives/edgar/data/1171825/000093041317001729/0000930413-17-001729-index.htm
"""0001006265""",2000-10-31,https://www.sec.gov//Archives/edgar/data/1006265/000104596900000826/0001045969-00-000826-index.htm
