date,value,year,change
2000-01-01,10000.0,2000,0.0
2000-01-26,10000.0,2000,0.0
2000-02-04,10000.0,2000,0.0
2000-02-24,10000.0,2000,0.0
2000-02-28,10000.0,2000,-142.5599999999995
2000-02-29,9857.44,2000,0.0
2000-03-01,9857.44,2000,24.75
2000-03-02,9882.19,2000,99.0
2000-03-09,9981.19,2000,0.0
2000-03-21,9981.19,2000,49.5
2000-03-30,10030.69,2000,74.25
2000-04-02,10104.94,2000,86.1299999999992
2000-04-04,10191.07,2000,0.0
2000-04-17,10191.07,2000,37.125
2000-04-23,10228.195,2000,0.0
2000-04-24,10228.195,2000,247.5
2000-04-25,10475.695,2000,0.0
2000-05-01,10475.695,2000,49.5
2000-05-21,10525.195,2000,90.09000000000015
2000-05-25,10615.285,2000,0.0
2000-06-05,10615.285,2000,92.8125
2000-06-06,10708.0975,2000,198.0
2000-07-11,10906.0975,2000,0.0
2000-07-31,10906.0975,2000,0.0
2000-08-01,10906.0975,2000,0.0
2000-08-10,10906.0975,2000,0.0
2000-08-18,10906.0975,2000,0.0
2000-08-21,10906.0975,2000,-18.5625
2000-09-03,10887.535,2000,160.875
2000-09-05,11048.41,2000,0.0
2000-09-08,11048.41,2000,-12.375
2000-09-13,11036.035,2000,99.98999999999978
2000-09-21,11136.025,2000,792.0
2000-09-24,11928.025,2000,0.0
2000-09-26,11928.025,2000,0.0
2000-09-29,11928.025,2000,129.88800000000083
2000-10-11,12057.913,2000,0.0
2000-10-23,12057.913,2000,0.0
2000-10-27,12057.913,2000,61.3799999999992
2000-10-30,12119.293,2000,0.0
2000-10-31,12119.293,2000,476.1900000000005
2000-11-01,12595.483,2000,297.0
2000-11-06,12892.483,2000,0.0
2000-11-09,12892.483,2000,0.0
2000-11-15,12892.483,2000,160.875
2000-11-28,13053.358,2000,99.0
2000-12-07,13152.358,2000,198.0
2000-12-11,13350.358,2000,0.0
2000-12-15,13350.358,2000,-17.325000000000728
2000-12-20,13333.033,2000,195.92099999999846
