,lnp,lcp,anp,acp,hnp,hcp
2000,3153.218999999999,3344.0414999999994,4910.218999999999,4667.916499999999,6647.9439999999995,5991.791499999999
2001,1250.0007000000005,2766.680700000001,2119.075700000003,3189.430700000008,2957.450700000012,3612.1807000000117
2002,-8977.075,2425.250000000002,-3858.7500000000055,2981.5,1215.2249999999985,3537.75
2003,2596.5189999999984,3210.318999999996,4186.8339999999935,3740.758999999998,5717.448999999997,4271.198999999997
2004,-148.96599999999853,1383.9499999999935,3058.0739999999932,1953.5499999999956,6129.07399999999,2523.149999999994
2005,1168.1500000000005,3304.5699999999997,5118.249999999993,4561.695000000003,8914.94999999999,5818.819999999989
2006,-1189.069999999996,2185.8399999999965,3877.75499999999,3120.340000000004,8773.18,4051.3399999999965
2007,4627.240000000002,7947.699999999997,10852.980000000003,9393.949999999997,16781.019999999975,10840.199999999997
2008,1367.1299999999992,1639.3799999999974,2506.9300000000003,2235.6800000000003,3619.6300000000047,2831.979999999996
2009,196.95000000000073,317.7300000000032,471.29999999999563,437.8799999999974,734.2499999999854,558.0300000000061
2010,1283.3599999999988,1741.729999999996,2337.465000000004,2386.980000000003,3379.9700000000157,3032.229999999996
2011,-4311.335000000001,822.804999999993,1280.3150000000023,967.429999999993,6486.764999999999,1112.054999999993
2012,-70.20999999999185,1250.4499999999898,1935.784999999989,1590.429999999993,3843.6800000000076,1930.4099999999817
2013,-566.3899999999976,538.4500000000044,1015.3849999999948,834.375,2495.560000000012,1130.300000000003
2014,256.84000000000015,938.9499999999898,2060.519999999975,1604.224999999984,3818.1000000000204,2269.4999999999854
2015,959.6699999999983,1618.0199999999968,2930.1449999999895,2327.7949999999983,4839.819999999949,3037.569999999978
2016,-1380.1599999999999,617.6600000000035,1552.140000000014,1062.6600000000035,4341.640000000014,1507.6600000000035
2017,-2595.6399999999976,668.3900000000067,1028.8650000000052,779.195000000007,4345.870000000024,890.0000000000146
2018,-58.669999999996435,2610.37000000001,7318.495000000003,5732.0450000000055,14430.459999999992,8853.720000000001
2019,0.0,0.0,0.0,0.0,0.0,0.0
