date,value,year,change
2006-12-18,44009.5492,2006,0.0
2006-12-20,44009.5492,2006,122.76000000000204
2006-12-25,44132.3092,2006,0.0
2006-12-26,44132.3092,2006,0.0
2007-01-03,44132.3092,2007,0.0
2007-01-10,44132.3092,2007,0.0
2007-01-16,44132.3092,2007,0.0
2007-01-17,44132.3092,2007,0.0
2007-01-24,44132.3092,2007,0.0
2007-01-26,44132.3092,2007,118.80000000000291
2007-02-07,44251.109200000006,2007,0.0
2007-02-08,44251.109200000006,2007,0.0
2007-02-14,44251.109200000006,2007,0.0
2007-03-06,44251.109200000006,2007,0.0
2007-03-07,44251.109200000006,2007,269.27999999999884
2007-03-15,44520.389200000005,2007,0.0
2007-03-19,44520.389200000005,2007,0.0
2007-03-21,44520.389200000005,2007,0.0
2007-03-28,44520.389200000005,2007,0.0
2007-04-09,44520.389200000005,2007,919.7099999999991
2007-04-11,45440.099200000004,2007,0.0
2007-04-17,45440.099200000004,2007,718.739999999998
2007-04-19,46158.8392,2007,0.0
2007-04-23,46158.8392,2007,0.0
2007-04-25,46158.8392,2007,364.3199999999997
2007-04-30,46523.1592,2007,0.0
2007-05-09,46523.1592,2007,0.0
2007-05-11,46523.1592,2007,0.0
2007-05-15,46523.1592,2007,0.0
2007-05-17,46523.1592,2007,201.95999999999913
2007-05-21,46725.1192,2007,138.59999999999854
2007-05-27,46863.7192,2007,0.0
2007-05-29,46863.7192,2007,187.11000000000058
2007-05-30,47050.8292,2007,0.0
2007-06-01,47050.8292,2007,0.0
2007-06-08,47050.8292,2007,347.48999999999796
2007-06-13,47398.3192,2007,190.08000000000175
2007-06-14,47588.3992,2007,0.0
2007-06-18,47588.3992,2007,0.0
2007-06-20,47588.3992,2007,49.5
2007-06-21,47637.8992,2007,0.0
2007-06-29,47637.8992,2007,0.0
2007-07-02,47637.8992,2007,0.0
2007-07-03,47637.8992,2007,166.3199999999997
2007-07-04,47804.2192,2007,0.0
2007-07-10,47804.2192,2007,161.37000000000262
2007-07-16,47965.5892,2007,0.0
2007-07-19,47965.5892,2007,222.75
2007-07-30,48188.3392,2007,0.0
2007-08-01,48188.3392,2007,0.0
2007-08-03,48188.3392,2007,0.0
2007-08-06,48188.3392,2007,0.0
2007-08-08,48188.3392,2007,0.0
2007-08-10,48188.3392,2007,0.0
2007-08-13,48188.3392,2007,0.0
2007-08-14,48188.3392,2007,0.0
2007-08-15,48188.3392,2007,0.0
2007-08-21,48188.3392,2007,626.6699999999983
2007-08-22,48815.0092,2007,0.0
2007-08-24,48815.0092,2007,0.0
2007-08-30,48815.0092,2007,6142.950000000004
2007-09-04,54957.959200000005,2007,0.0
2007-09-10,54957.959200000005,2007,0.0
2007-09-11,54957.959200000005,2007,0.0
2007-09-16,54957.959200000005,2007,232.65000000000146
2007-09-17,55190.609200000006,2007,0.0
2007-09-19,55190.609200000006,2007,0.0
2007-09-20,55190.609200000006,2007,284.1299999999974
2007-09-25,55474.7392,2007,0.0
2007-09-26,55474.7392,2007,0.0
2007-09-27,55474.7392,2007,297.0
2007-10-04,55771.7392,2007,0.0
2007-11-21,55771.7392,2007,418.7699999999968
2007-12-25,56190.5092,2007,0.0
2008-01-15,56190.5092,2008,0.0
2008-02-12,56190.5092,2008,0.0
2008-02-15,56190.5092,2008,135.62999999999738
2008-02-19,56326.1392,2008,0.0
2008-02-20,56326.1392,2008,0.0
2008-02-21,56326.1392,2008,0.0
2008-03-10,56326.1392,2008,0.0
2008-03-13,56326.1392,2008,112.86000000000058
2008-03-17,56438.9992,2008,0.0
2008-03-23,56438.9992,2008,0.0
2008-03-24,56438.9992,2008,0.0
2008-03-26,56438.9992,2008,269.27999999999884
2008-04-13,56708.2792,2008,336.59999999999854
2008-05-04,57044.879199999996,2008,0.0
2008-05-14,57044.879199999996,2008,0.0
2008-05-19,57044.879199999996,2008,0.0
2008-06-02,57044.879199999996,2008,0.0
2008-06-17,57044.879199999996,2008,0.0
2008-06-19,57044.879199999996,2008,495.0
2008-06-26,57539.879199999996,2008,0.0
2008-06-30,57539.879199999996,2008,0.0
2008-07-03,57539.879199999996,2008,544.5
2008-07-22,58084.379199999996,2008,0.0
2008-07-29,58084.379199999996,2008,212.84999999999854
2008-08-04,58297.229199999994,2008,0.0
2008-08-11,58297.229199999994,2008,0.0
2008-08-18,58297.229199999994,2008,137.61000000000058
2008-08-24,58434.839199999995,2008,0.0
2008-08-29,58434.839199999995,2008,279.1800000000003
2008-09-02,58714.019199999995,2008,51.4800000000032
2008-09-18,58765.4992,2008,124.73999999999796
2008-09-22,58890.239199999996,2008,148.5
2008-10-05,59038.739199999996,2008,0.0
2008-10-20,59038.739199999996,2008,0.0
2008-10-27,59038.739199999996,2008,0.0
2008-11-05,59038.739199999996,2008,0.0
2008-11-07,59038.739199999996,2008,147.51000000000204
2008-11-23,59186.2492,2008,99.98999999999796
2008-12-01,59286.239199999996,2008,0.0
2008-12-05,59286.239199999996,2008,54.44999999999709
2008-12-11,59340.68919999999,2008,0.0
2008-12-15,59340.68919999999,2008,59.400000000001455
2009-01-21,59400.089199999995,2009,0.0
2009-03-05,59400.089199999995,2009,87.12000000000262
2009-04-08,59487.2092,2009,0.0
2009-05-18,59487.2092,2009,0.0
2009-06-02,59487.2092,2009,34.650000000001455
2009-06-22,59521.8592,2009,0.0
2009-07-06,59521.8592,2009,0.0
2009-08-10,59521.8592,2009,0.0
2009-08-20,59521.8592,2009,0.0
2009-09-01,59521.8592,2009,36.62999999999738
2009-09-10,59558.489199999996,2009,0.0
2009-09-24,59558.489199999996,2009,85.13999999999942
2009-10-12,59643.629199999996,2009,0.0
2009-11-10,59643.629199999996,2009,0.0
2009-11-13,59643.629199999996,2009,0.0
2009-11-20,59643.629199999996,2009,0.0
2009-12-14,59643.629199999996,2009,271.26000000000204
2009-12-16,59914.8892,2009,105.93000000000029
2009-12-17,60020.8192,2009,0.0
2009-12-24,60020.8192,2009,0.0
2010-01-19,60020.8192,2010,0.0
2010-01-29,60020.8192,2010,0.0
2010-02-19,60020.8192,2010,386.09999999999854
2010-02-25,60406.9192,2010,41.580000000001746
2010-03-07,60448.4992,2010,0.0
2010-03-11,60448.4992,2010,118.80000000000291
2010-04-04,60567.2992,2010,199.9800000000032
2010-04-14,60767.279200000004,2010,0.0
2010-05-10,60767.279200000004,2010,371.25
2010-06-14,61138.529200000004,2010,0.0
2010-06-18,61138.529200000004,2010,0.0
2010-06-30,61138.529200000004,2010,0.0
2010-07-06,61138.529200000004,2010,268.2900000000009
2010-07-25,61406.819200000005,2010,0.0
2010-07-29,61406.819200000005,2010,95.04000000000087
2010-08-03,61501.859200000006,2010,454.4100000000035
2010-08-09,61956.26920000001,2010,0.0
2010-08-10,61956.26920000001,2010,346.5
2010-08-31,62302.76920000001,2010,470.25
2010-09-14,62773.01920000001,2010,0.0
2010-09-15,62773.01920000001,2010,0.0
2010-09-17,62773.01920000001,2010,0.0
2010-09-22,62773.01920000001,2010,0.0
2010-10-08,62773.01920000001,2010,0.0
2010-10-19,62773.01920000001,2010,0.0
2010-10-25,62773.01920000001,2010,112.86000000000058
2010-10-26,62885.87920000001,2010,0.0
2010-10-27,62885.87920000001,2010,0.0
2010-11-03,62885.87920000001,2010,0.0
2010-11-08,62885.87920000001,2010,0.0
2010-11-09,62885.87920000001,2010,0.0
2010-11-14,62885.87920000001,2010,0.0
2010-11-18,62885.87920000001,2010,0.0
2010-12-01,62885.87920000001,2010,137.61000000000058
2010-12-08,63023.48920000001,2010,153.4499999999971
2010-12-09,63176.93920000001,2010,42.56999999999971
2010-12-14,63219.50920000001,2010,86.12999999999738
2010-12-15,63305.639200000005,2010,88.11000000000058
2010-12-23,63393.749200000006,2010,4.94999999999709
2011-01-04,63398.6992,2011,315.8099999999977
2011-01-20,63714.5092,2011,0.0
2011-02-09,63714.5092,2011,0.0
2011-02-10,63714.5092,2011,277.6949999999997
2011-03-16,63992.2042,2011,0.0
2011-03-17,63992.2042,2011,0.0
2011-04-08,63992.2042,2011,0.0
2011-04-27,63992.2042,2011,0.0
2011-05-12,63992.2042,2011,13.860000000000582
2011-05-31,64006.0642,2011,0.0
2011-06-24,64006.0642,2011,263.3399999999965
2011-07-31,64269.4042,2011,0.0
2011-08-02,64269.4042,2011,0.0
2011-08-18,64269.4042,2011,11.87999999999738
2011-09-04,64281.284199999995,2011,0.0
2011-09-14,64281.284199999995,2011,0.0
2011-09-21,64281.284199999995,2011,0.0
2011-10-17,64281.284199999995,2011,0.0
2011-11-03,64281.284199999995,2011,50.48999999999796
2011-11-08,64331.77419999999,2011,0.0
2011-11-20,64331.77419999999,2011,0.0
2011-12-01,64331.77419999999,2011,0.0
2011-12-08,64331.77419999999,2011,0.0
2011-12-13,64331.77419999999,2011,303.9300000000003
2011-12-14,64635.70419999999,2011,0.0
2011-12-20,64635.70419999999,2011,0.0
2012-01-03,64635.70419999999,2012,450.4499999999971
2012-01-17,65086.15419999999,2012,0.0
2012-01-26,65086.15419999999,2012,0.0
2012-02-07,65086.15419999999,2012,0.0
2012-02-23,65086.15419999999,2012,0.0
2012-02-24,65086.15419999999,2012,0.0
2012-02-28,65086.15419999999,2012,0.0
2012-02-29,65086.15419999999,2012,0.0
2012-03-06,65086.15419999999,2012,92.06999999999971
2012-03-13,65178.22419999999,2012,0.0
2012-03-16,65178.22419999999,2012,381.15000000000146
2012-03-28,65559.37419999999,2012,200.97000000000116
2012-04-02,65760.34419999999,2012,0.0
2012-04-09,65760.34419999999,2012,79.19999999999709
2012-04-19,65839.54419999999,2012,39.60000000000582
2012-04-30,65879.1442,2012,0.0
2012-05-07,65879.1442,2012,0.0
2012-05-09,65879.1442,2012,0.0
2012-05-25,65879.1442,2012,0.0
2012-05-30,65879.1442,2012,0.0
2012-06-01,65879.1442,2012,0.0
2012-06-04,65879.1442,2012,0.0
2012-06-11,65879.1442,2012,31.679999999993015
2012-06-12,65910.82419999999,2012,0.0
2012-06-14,65910.82419999999,2012,0.0
2012-06-28,65910.82419999999,2012,0.0
2012-07-02,65910.82419999999,2012,406.8899999999994
2012-07-03,66317.71419999999,2012,24.75
2012-07-05,66342.46419999999,2012,63.36000000000058
2012-07-17,66405.82419999999,2012,13.860000000000582
2012-08-05,66419.68419999999,2012,0.0
2012-08-06,66419.68419999999,2012,0.0
2012-08-08,66419.68419999999,2012,302.9400000000023
2012-09-11,66722.62419999999,2012,0.0
2012-10-29,66722.62419999999,2012,0.0
2012-11-05,66722.62419999999,2012,0.0
2012-11-07,66722.62419999999,2012,0.0
2012-11-19,66722.62419999999,2012,0.0
2012-11-26,66722.62419999999,2012,0.0
2012-11-29,66722.62419999999,2012,0.0
2012-11-30,66722.62419999999,2012,26.729999999995925
2012-12-09,66749.35419999999,2012,33.66000000000349
2012-12-13,66783.01419999999,2012,0.0
2012-12-18,66783.01419999999,2012,0.0
2012-12-24,66783.01419999999,2012,0.0
2012-12-27,66783.01419999999,2012,27.720000000001164
2013-01-09,66810.73419999999,2013,37.61999999999534
2013-01-10,66848.35419999999,2013,103.94999999999709
2013-01-29,66952.30419999998,2013,0.0
2013-02-20,66952.30419999998,2013,0.0
2013-03-21,66952.30419999998,2013,0.0
2013-03-25,66952.30419999998,2013,0.0
2013-04-03,66952.30419999998,2013,0.0
2013-04-05,66952.30419999998,2013,0.0
2013-04-26,66952.30419999998,2013,0.0
2013-04-28,66952.30419999998,2013,430.6499999999942
2013-05-07,67382.95419999998,2013,138.60000000000582
2013-05-08,67521.55419999998,2013,0.0
2013-05-21,67521.55419999998,2013,56.429999999993015
2013-05-30,67577.98419999998,2013,0.0
2013-06-17,67577.98419999998,2013,148.5
2013-06-24,67726.48419999998,2013,0.0
2013-07-21,67726.48419999998,2013,0.0
2013-07-26,67726.48419999998,2013,0.0
2013-08-12,67726.48419999998,2013,0.0
2013-08-28,67726.48419999998,2013,0.0
2013-09-13,67726.48419999998,2013,59.39999999999418
2013-09-16,67785.88419999997,2013,0.0
2013-09-25,67785.88419999997,2013,20.789999999993597
2013-10-30,67806.67419999996,2013,0.0
2013-11-05,67806.67419999996,2013,0.0
2013-11-13,67806.67419999996,2013,0.0
2013-11-25,67806.67419999996,2013,261.3600000000006
2013-12-17,68068.03419999997,2013,0.0
2013-12-29,68068.03419999997,2013,0.0
2014-01-14,68068.03419999997,2014,0.0
2014-01-31,68068.03419999997,2014,0.0
2014-02-07,68068.03419999997,2014,0.0
2014-02-10,68068.03419999997,2014,80.19000000000233
2014-02-17,68148.22419999997,2014,0.0
2014-02-21,68148.22419999997,2014,0.0
2014-02-26,68148.22419999997,2014,0.0
2014-03-06,68148.22419999997,2014,1255.3199999999924
2014-03-13,69403.54419999996,2014,0.0
2014-03-16,69403.54419999996,2014,0.0
2014-03-27,69403.54419999996,2014,0.0
2014-04-01,69403.54419999996,2014,0.0
2014-04-08,69403.54419999996,2014,0.0
2014-04-30,69403.54419999996,2014,0.0
2014-05-16,69403.54419999996,2014,191.07000000000698
2014-06-03,69594.61419999997,2014,0.0
2014-06-22,69594.61419999997,2014,0.0
2014-07-09,69594.61419999997,2014,0.0
2014-07-24,69594.61419999997,2014,0.0
2014-08-11,69594.61419999997,2014,89.10000000000582
2014-08-12,69683.71419999997,2014,366.3000000000029
2014-08-26,70050.01419999998,2014,0.0
2014-09-02,70050.01419999998,2014,54.44999999999709
2014-09-15,70104.46419999997,2014,0.0
2014-09-19,70104.46419999997,2014,0.0
2014-10-03,70104.46419999997,2014,374.22000000000116
2014-10-05,70478.68419999997,2014,0.0
2014-10-26,70478.68419999997,2014,0.0
2014-10-30,70478.68419999997,2014,0.0
2014-10-31,70478.68419999997,2014,0.0
2014-11-03,70478.68419999997,2014,9.89999999999418
2014-11-09,70488.58419999997,2014,0.0
2014-11-12,70488.58419999997,2014,33.66000000000349
2014-12-07,70522.24419999997,2014,0.0
2014-12-08,70522.24419999997,2014,70.2899999999936
2014-12-09,70592.53419999997,2014,0.0
2014-12-16,70592.53419999997,2014,285.11999999999534
2015-01-13,70877.65419999996,2015,0.0
2015-02-09,70877.65419999996,2015,0.0
2015-02-10,70877.65419999996,2015,0.0
2015-02-17,70877.65419999996,2015,0.0
2015-02-23,70877.65419999996,2015,593.0099999999948
2015-03-16,71470.66419999996,2015,0.0
2015-03-19,71470.66419999996,2015,376.1999999999971
2015-03-26,71846.86419999995,2015,0.0
2015-03-27,71846.86419999995,2015,0.0
2015-04-02,71846.86419999995,2015,127.7100000000064
2015-04-21,71974.57419999996,2015,0.0
2015-04-22,71974.57419999996,2015,0.0
2015-04-27,71974.57419999996,2015,0.0
2015-04-28,71974.57419999996,2015,0.0
2015-04-29,71974.57419999996,2015,0.0
2015-05-04,71974.57419999996,2015,0.0
2015-05-05,71974.57419999996,2015,0.0
2015-05-15,71974.57419999996,2015,0.0
2015-05-25,71974.57419999996,2015,0.0
2015-05-28,71974.57419999996,2015,0.0
2015-06-03,71974.57419999996,2015,99.0
2015-06-04,72073.57419999996,2015,0.0
2015-06-07,72073.57419999996,2015,114.83999999999651
2015-06-08,72188.41419999996,2015,115.83000000000175
2015-06-21,72304.24419999996,2015,0.0
2015-06-26,72304.24419999996,2015,0.0
2015-06-30,72304.24419999996,2015,57.419999999998254
2015-07-03,72361.66419999996,2015,0.0
2015-07-06,72361.66419999996,2015,143.5500000000029
2015-07-12,72505.21419999996,2015,82.16999999999825
2015-07-13,72587.38419999996,2015,95.0399999999936
2015-08-03,72682.42419999995,2015,0.0
2015-08-06,72682.42419999995,2015,0.0
2015-08-07,72682.42419999995,2015,0.0
2015-08-20,72682.42419999995,2015,0.0
2015-08-24,72682.42419999995,2015,0.0
2015-09-02,72682.42419999995,2015,621.7200000000012
2015-09-09,73304.14419999995,2015,59.39999999999418
2015-09-10,73363.54419999995,2015,173.25
2015-09-24,73536.79419999995,2015,109.88999999999942
2015-09-28,73646.68419999995,2015,0.0
2015-10-08,73646.68419999995,2015,0.0
2015-10-30,73646.68419999995,2015,0.0
2015-11-02,73646.68419999995,2015,0.0
2015-11-13,73646.68419999995,2015,0.0
2015-11-17,73646.68419999995,2015,0.0
2015-11-24,73646.68419999995,2015,233.63999999999942
2015-12-07,73880.32419999994,2015,0.0
2015-12-08,73880.32419999994,2015,0.0
2015-12-14,73880.32419999994,2015,0.0
2015-12-17,73880.32419999994,2015,0.0
2015-12-22,73880.32419999994,2015,376.1999999999971
2015-12-29,74256.52419999994,2015,0.0
2016-01-12,74256.52419999994,2016,0.0
2016-01-13,74256.52419999994,2016,316.8000000000029
2016-01-18,74573.32419999994,2016,0.0
2016-01-25,74573.32419999994,2016,0.0
2016-02-05,74573.32419999994,2016,0.0
2016-02-11,74573.32419999994,2016,294.02999999999884
2016-02-16,74867.35419999994,2016,0.0
2016-02-22,74867.35419999994,2016,73.25999999999476
2016-03-10,74940.61419999994,2016,0.0
2016-03-14,74940.61419999994,2016,0.0
2016-03-17,74940.61419999994,2016,258.3899999999994
2016-03-27,75199.00419999994,2016,0.0
2016-03-28,75199.00419999994,2016,0.0
2016-04-11,75199.00419999994,2016,0.0
2016-04-13,75199.00419999994,2016,0.0
2016-04-17,75199.00419999994,2016,0.0
2016-05-01,75199.00419999994,2016,0.0
2016-05-10,75199.00419999994,2016,0.0
2016-05-18,75199.00419999994,2016,0.0
2016-06-14,75199.00419999994,2016,0.0
2016-07-07,75199.00419999994,2016,0.0
2016-07-13,75199.00419999994,2016,0.0
2016-08-10,75199.00419999994,2016,0.0
2016-08-15,75199.00419999994,2016,0.0
2016-08-26,75199.00419999994,2016,0.0
2016-10-17,75199.00419999994,2016,0.0
2016-10-18,75199.00419999994,2016,49.5
2016-11-07,75248.50419999994,2016,0.0
2016-11-16,75248.50419999994,2016,287.1000000000058
2016-11-21,75535.60419999994,2016,237.60000000000582
2016-12-13,75773.20419999995,2016,160.38000000000466
2016-12-21,75933.58419999995,2016,0.0
2017-01-10,75933.58419999995,2017,0.0
2017-02-03,75933.58419999995,2017,37.61999999999534
2017-02-14,75971.20419999995,2017,7.919999999998254
2017-03-09,75979.12419999995,2017,0.0
2017-04-06,75979.12419999995,2017,0.0
2017-04-27,75979.12419999995,2017,0.0
2017-05-08,75979.12419999995,2017,113.85000000000582
2017-05-11,76092.97419999995,2017,0.0
2017-05-26,76092.97419999995,2017,0.0
2017-05-30,76092.97419999995,2017,139.5899999999965
2017-06-11,76232.56419999995,2017,0.0
2017-06-23,76232.56419999995,2017,0.0
2017-06-26,76232.56419999995,2017,262.3500000000058
2017-07-02,76494.91419999996,2017,0.0
2017-07-31,76494.91419999996,2017,0.0
2017-08-08,76494.91419999996,2017,0.0
2017-08-11,76494.91419999996,2017,0.0
2017-08-17,76494.91419999996,2017,0.0
2017-08-21,76494.91419999996,2017,0.0
2017-08-25,76494.91419999996,2017,0.0
2017-09-14,76494.91419999996,2017,0.0
2017-09-20,76494.91419999996,2017,0.0
2017-09-25,76494.91419999996,2017,0.0
2017-09-27,76494.91419999996,2017,16.830000000001746
2017-10-01,76511.74419999996,2017,257.3999999999942
2017-10-31,76769.14419999995,2017,0.0
2017-11-20,76769.14419999995,2017,0.0
2017-11-21,76769.14419999995,2017,18.80999999999767
2017-12-24,76787.95419999995,2017,124.74000000000524
2017-12-25,76912.69419999995,2017,10.889999999999418
2017-12-27,76923.58419999995,2017,0.0
2018-01-10,76923.58419999995,2018,0.0
2018-02-02,76923.58419999995,2018,0.0
2018-02-13,76923.58419999995,2018,74.25
2018-03-15,76997.83419999995,2018,0.0
2018-03-16,76997.83419999995,2018,0.0
2018-03-20,76997.83419999995,2018,0.0
2018-04-10,76997.83419999995,2018,0.0
2018-04-18,76997.83419999995,2018,372.24000000000524
2018-04-22,77370.07419999996,2018,6.929999999993015
2018-04-23,77377.00419999995,2018,0.0
2018-04-26,77377.00419999995,2018,0.0
2018-05-01,77377.00419999995,2018,0.0
2018-05-08,77377.00419999995,2018,6814.169999999998
2018-05-13,84191.17419999995,2018,0.0
2018-05-18,84191.17419999995,2018,0.0
2018-05-22,84191.17419999995,2018,0.0
2018-05-29,84191.17419999995,2018,1727.550000000003
2018-06-04,85918.72419999995,2018,0.0
2018-06-11,85918.72419999995,2018,529.6499999999942
2018-06-21,86448.37419999995,2018,0.0
2018-07-03,86448.37419999995,2018,0.0
2018-07-31,86448.37419999995,2018,0.0
2018-08-07,86448.37419999995,2018,0.0
2018-08-22,86448.37419999995,2018,0.0
2018-09-02,86448.37419999995,2018,0.0
2018-09-05,86448.37419999995,2018,0.0
2018-09-12,86448.37419999995,2018,53.4600000000064
2018-09-25,86501.83419999995,2018,168.3000000000029
2018-10-09,86670.13419999996,2018,101.97000000000116
2018-11-12,86772.10419999996,2018,0.0
2018-11-13,86772.10419999996,2018,0.0
2018-12-18,86772.10419999996,2018,
