,lnp,lcp,anp,acp,hnp,hcp
2000,-0.019082250000000023,0.0,0.17421525000000002,0.1472625,0.36751275000000005,0.294525
2001,-0.15166800000000003,0.0,-0.058855500000000026,0.047025,0.03395699999999997,0.09405
2002,-1.1402325,0.0,-0.6207299999999999,0.061875,-0.10122749999999997,0.12375
2003,-0.06137999999999997,0.0,0.10875149999999985,0.059003999999999904,0.27888300000000016,0.11800799999999981
2004,-0.15329160000000003,0.0,0.18726840000000003,0.06336000000000004,0.5278283999999996,0.12672000000000008
2005,-0.21364199999999992,0.0,0.20611800000000002,0.1398375,0.6258779999999992,0.279675
2006,-0.3374909999999998,0.0,0.1983465000000002,0.10395,0.7341840000000007,0.2079
2007,-0.3320460000000001,0.0,0.3259079999999998,0.160875,0.9838620000000002,0.32175
2008,-0.027225,0.0,0.09652500000000018,0.06632999999999993,0.220275,0.13265999999999986
2009,-0.012078000000000066,0.0,0.017127000000000045,0.013364999999999782,0.04633199999999924,0.02673000000000029
2010,-0.04583700000000008,0.0,0.06845849999999991,0.071775,0.18275400000000008,0.14354999999999962
2011,-0.5133645000000004,4.9499999999898136e-05,0.05836049999999959,0.016136999999999898,0.6300855000000003,0.0322244999999999
2012,-0.13206599999999963,0.0,0.07835850000000028,0.03781800000000003,0.28878299999999874,0.07563600000000006
2013,-0.11048400000000001,0.0,0.05360849999999991,0.032917499999999926,0.21770099999999876,0.06583499999999985
2014,-0.06821100000000006,0.0,0.12602700000000006,0.07400250000000015,0.32026500000000085,0.14800499999999991
2015,-0.06583499999999985,0.0,0.14627250000000022,0.07895250000000015,0.3583799999999988,0.1579050000000003
2016,-0.19978200000000035,0.0,0.10860299999999988,0.0495,0.41698800000000047,0.099
2017,-0.3264029999999995,0.0,0.04133250000000044,0.012325500000000102,0.40906800000000076,0.024651000000000204
2018,-0.2669040000000005,0.0,0.5239575000000001,0.3472425000000003,1.3148189999999988,0.6944850000000006
2019,0.0,0.0,0.0,0.0,0.0,0.0
