,lnp,lcp,anp,acp,hnp,hcp
2000,0.2589616499999998,0.27804389999999984,0.4082653999999999,0.3881188999999998,0.5527503999999999,0.49819389999999986
2001,0.07837062000000006,0.23003862000000008,0.15642062000000007,0.2651886200000001,0.2267956200000006,0.30033862000000044
2002,-0.9385825000000001,0.20164999999999983,-0.43825499999999995,0.2479,0.05098499999999949,0.29415
2003,0.20554539999999988,0.2669254000000004,0.3479268999999998,0.3110294000000005,0.475383400000001,0.3551334000000006
2004,-0.038221600000000036,0.11507000000000008,0.2526983999999995,0.16242999999999994,0.5096083999999995,0.20978999999999978
2005,0.06112000000000007,0.2747620000000003,0.4190049999999992,0.37928700000000026,0.7385399999999998,0.48381200000000024
2006,-0.15574699999999975,0.18174399999999988,0.3072029999999995,0.25944399999999984,0.727303000000002,0.3362690000000002
2007,0.3287740000000002,0.6608200000000001,0.8982779999999988,0.7810699999999997,1.3933569999999993,0.901319999999999
2008,0.10908300000000008,0.13630799999999946,0.20840799999999873,0.185887999999999,0.30095799999999945,0.2354679999999993
2009,0.014339999999999782,0.02641800000000003,0.03911999999999971,0.036408000000000176,0.06105,0.04639800000000032
2010,0.09898100000000012,0.14481800000000075,0.19106400000000068,0.19846800000000075,0.28024700000000086,0.25211800000000073
2011,-0.44500100000000004,0.06841299999999902,0.09532399999999906,0.08043799999999901,0.5393489999999991,0.092462999999999
2012,-0.028095999999999732,0.10397000000000044,0.1577659999999989,0.13223800000000047,0.31910300000000136,0.16050600000000048
2013,-0.06571399999999986,0.044769999999999706,0.08359099999999889,0.069375,0.20749599999999774,0.09398000000000029
2014,0.009858999999999741,0.07807000000000043,0.16942200000000013,0.13338499999999986,0.3174600000000006,0.1887
2015,0.06869699999999994,0.13453199999999996,0.2431544999999991,0.1935469999999994,0.4024119999999966,0.2525619999999995
2016,-0.14842599999999984,0.05135599999999977,0.12207150000000037,0.08835599999999977,0.3568690000000002,0.12535599999999977
2017,-0.2708289999999998,0.0555739999999998,0.0836939999999995,0.06478699999999954,0.36134199999999983,0.07399999999999927
2018,-0.04986199999999956,0.2170420000000013,0.6081370000000003,0.4765970000000008,1.1998359999999986,0.7361520000000004
2019,0.0,0.0,0.0,0.0,0.0,0.0
