date,value,year,change
2002-07-04,19818.0577,2002,0.0
2002-07-16,19818.0577,2002,0.0
2002-08-05,19818.0577,2002,96.02999999999884
2002-08-19,19914.0877,2002,0.0
2002-08-21,19914.0877,2002,118.79999999999927
2002-08-27,20032.8877,2002,161.36999999999898
2002-09-05,20194.2577,2002,0.0
2002-09-06,20194.2577,2002,0.0
2002-09-19,20194.2577,2002,0.0
2002-09-23,20194.2577,2002,0.0
2002-10-11,20194.2577,2002,0.0
2002-10-18,20194.2577,2002,565.2900000000009
2002-10-24,20759.5477,2002,140.58000000000175
2002-10-27,20900.1277,2002,99.0
2002-10-31,20999.1277,2002,0.0
2002-11-01,20999.1277,2002,0.0
2002-11-12,20999.1277,2002,97.02000000000044
2002-11-14,21096.1477,2002,0.0
2002-11-20,21096.1477,2002,0.0
2002-11-21,21096.1477,2002,478.16999999999825
2002-11-25,21574.3177,2002,0.0
2002-11-27,21574.3177,2002,190.57500000000073
2002-12-12,21764.8927,2002,366.2999999999993
2002-12-17,22131.1927,2002,475.2000000000007
2002-12-24,22606.3927,2002,198.0
2002-12-29,22804.3927,2002,488.0699999999997
2003-01-05,23292.4627,2003,0.0
2003-01-31,23292.4627,2003,0.0
2003-02-04,23292.4627,2003,0.0
2003-02-07,23292.4627,2003,0.0
2003-02-18,23292.4627,2003,158.40000000000146
2003-03-09,23450.8627,2003,801.8999999999978
2003-03-10,24252.7627,2003,0.0
2003-03-18,24252.7627,2003,440.5499999999993
2003-03-20,24693.3127,2003,0.0
2003-03-21,24693.3127,2003,391.0499999999993
2003-03-23,25084.362699999998,2003,0.0
2003-04-14,25084.362699999998,2003,495.0
2003-04-20,25579.362699999998,2003,0.0
2003-04-23,25579.362699999998,2003,113.84999999999854
2003-04-27,25693.212699999996,2003,0.0
2003-04-28,25693.212699999996,2003,0.0
2003-05-09,25693.212699999996,2003,38.61000000000058
2003-05-18,25731.822699999997,2003,0.0
2003-05-20,25731.822699999997,2003,322.73999999999796
2003-05-27,26054.562699999995,2003,0.0
2003-05-28,26054.562699999995,2003,0.0
2003-06-10,26054.562699999995,2003,77.22000000000116
2003-06-11,26131.782699999996,2003,68.31000000000131
2003-06-15,26200.092699999997,2003,0.0
2003-06-16,26200.092699999997,2003,277.2000000000007
2003-06-30,26477.292699999998,2003,0.0
2003-07-01,26477.292699999998,2003,217.8000000000029
2003-07-06,26695.0927,2003,28.709999999999127
2003-07-15,26723.8027,2003,25.7400000000016
2003-07-20,26749.5427,2003,0.0
2003-07-22,26749.5427,2003,792.0
2003-08-04,27541.5427,2003,0.0
2003-08-11,27541.5427,2003,0.0
2003-08-18,27541.5427,2003,522.7200000000012
2003-08-25,28064.262700000003,2003,0.0
2003-09-05,28064.262700000003,2003,0.0
2003-09-15,28064.262700000003,2003,148.5
2003-09-21,28212.762700000003,2003,173.25
2003-09-30,28386.012700000003,2003,0.0
2003-10-03,28386.012700000003,2003,0.0
2003-10-10,28386.012700000003,2003,70.29000000000087
2003-10-16,28456.302700000004,2003,24.75
2003-10-19,28481.052700000004,2003,0.0
2003-10-30,28481.052700000004,2003,0.0
2003-11-03,28481.052700000004,2003,0.0
2003-11-10,28481.052700000004,2003,291.0600000000013
2003-11-13,28772.112700000005,2003,0.0
2003-11-19,28772.112700000005,2003,0.0
2003-11-26,28772.112700000005,2003,94.04999999999927
2003-11-27,28866.162700000004,2003,0.0
2003-12-04,28866.162700000004,2003,386.09999999999854
2003-12-08,29252.262700000003,2003,274.32900000000154
2003-12-10,29526.591700000004,2003,84.15000000000146
2003-12-16,29610.741700000006,2003,41.580000000001746
2003-12-25,29652.321700000008,2003,313.83000000000175
2004-01-12,29966.15170000001,2004,14.849999999998545
2004-01-20,29981.001700000008,2004,173.25
2004-01-21,30154.251700000008,2004,198.0
2004-01-26,30352.251700000008,2004,0.0
2004-01-28,30352.251700000008,2004,0.0
2004-02-06,30352.251700000008,2004,0.0
2004-02-27,30352.251700000008,2004,0.0
2004-03-04,30352.251700000008,2004,103.95000000000073
2004-03-07,30456.20170000001,2004,0.0
2004-03-08,30456.20170000001,2004,0.0
2004-03-16,30456.20170000001,2004,0.0
2004-03-17,30456.20170000001,2004,5.940000000002328
2004-03-22,30462.14170000001,2004,227.70000000000073
2004-03-31,30689.84170000001,2004,0.0
2004-04-06,30689.84170000001,2004,49.5
2004-04-07,30739.34170000001,2004,132.65999999999985
2004-04-08,30872.00170000001,2004,0.0
2004-04-16,30872.00170000001,2004,365.3100000000013
2004-04-20,31237.311700000013,2004,33.659999999999854
2004-05-02,31270.971700000013,2004,74.25
2004-05-20,31345.221700000013,2004,147.5099999999984
2004-05-27,31492.73170000001,2004,0.0
2004-06-07,31492.73170000001,2004,0.0
2004-06-15,31492.73170000001,2004,0.0
2004-06-22,31492.73170000001,2004,155.4300000000003
2004-07-15,31648.16170000001,2004,0.0
2004-07-27,31648.16170000001,2004,418.77000000000044
2004-08-05,32066.931700000012,2004,0.0
2004-08-11,32066.931700000012,2004,0.0
2004-08-27,32066.931700000012,2004,381.15000000000146
2004-08-30,32448.081700000013,2004,0.0
2004-09-03,32448.081700000013,2004,0.0
2004-09-14,32448.081700000013,2004,584.1000000000022
2004-09-15,33032.181700000016,2004,0.0
2004-09-28,33032.181700000016,2004,222.75
2004-10-04,33254.931700000016,2004,230.66999999999825
2004-10-07,33485.601700000014,2004,0.0
2004-10-13,33485.601700000014,2004,1054.3499999999985
2004-10-21,34539.95170000001,2004,0.0
2004-10-27,34539.95170000001,2004,0.0
2004-11-01,34539.95170000001,2004,272.25
2004-11-04,34812.20170000001,2004,308.8799999999974
2004-11-10,35121.08170000001,2004,0.0
2004-11-12,35121.08170000001,2004,0.0
2004-11-15,35121.08170000001,2004,359.3700000000026
2004-11-16,35480.45170000001,2004,0.0
2004-11-23,35480.45170000001,2004,230.66999999999825
2004-11-30,35711.12170000001,2004,120.77999999999884
2004-12-09,35831.90170000001,2004,181.16999999999825
2004-12-16,36013.07170000001,2004,0.0
2004-12-17,36013.07170000001,2004,271.26000000000204
2004-12-19,36284.33170000001,2004,309.474000000002
2004-12-21,36593.80570000001,2004,190.08000000000175
2004-12-26,36783.88570000001,2004,0.0
2004-12-27,36783.88570000001,2004,178.1999999999971
2005-01-02,36962.08570000001,2005,2308.6800000000003
2005-01-24,39270.76570000001,2005,42.56999999999971
2005-02-01,39313.33570000001,2005,0.0
2005-02-03,39313.33570000001,2005,0.0
2005-02-11,39313.33570000001,2005,410.84999999999854
2005-03-10,39724.18570000001,2005,125.7300000000032
2005-03-17,39849.91570000001,2005,0.0
2005-03-30,39849.91570000001,2005,0.0
2005-04-05,39849.91570000001,2005,0.0
2005-04-12,39849.91570000001,2005,0.0
2005-04-18,39849.91570000001,2005,0.0
2005-04-20,39849.91570000001,2005,0.0
2005-04-22,39849.91570000001,2005,78.20999999999913
2005-05-04,39928.12570000001,2005,14.849999999998545
2005-05-09,39942.97570000001,2005,0.0
2005-05-10,39942.97570000001,2005,0.0
2005-05-16,39942.97570000001,2005,303.9300000000003
2005-05-23,40246.90570000001,2005,1784.9700000000012
2005-05-24,42031.87570000001,2005,1512.7200000000012
2005-05-26,43544.59570000001,2005,197.01000000000204
2005-06-14,43741.605700000015,2005,0.0
2005-06-16,43741.605700000015,2005,425.6999999999971
2005-06-19,44167.30570000001,2005,0.0
2005-06-23,44167.30570000001,2005,366.3000000000029
2005-06-29,44533.605700000015,2005,0.0
2005-06-30,44533.605700000015,2005,277.1999999999971
2005-07-21,44810.80570000001,2005,0.0
2005-07-25,44810.80570000001,2005,0.0
2005-07-26,44810.80570000001,2005,160.37999999999738
2005-07-27,44971.18570000001,2005,0.0
2005-08-05,44971.18570000001,2005,0.0
2005-08-10,44971.18570000001,2005,0.0
2005-08-12,44971.18570000001,2005,218.79000000000087
2005-08-17,45189.97570000001,2005,115.83000000000175
2005-08-29,45305.80570000001,2005,0.0
2005-08-30,45305.80570000001,2005,73.26000000000204
2005-08-31,45379.065700000014,2005,-2.970000000001164
2005-09-07,45376.09570000001,2005,0.0
2005-09-13,45376.09570000001,2005,112.86000000000058
2005-09-14,45488.95570000001,2005,212.84999999999854
2005-09-20,45701.80570000001,2005,333.6299999999974
2005-10-04,46035.43570000001,2005,-52.470000000001164
2005-10-10,45982.96570000001,2005,0.0
2005-10-14,45982.96570000001,2005,191.0699999999997
2005-10-17,46174.03570000001,2005,0.0
2005-11-03,46174.03570000001,2005,0.0
2005-11-15,46174.03570000001,2005,327.6900000000023
2005-11-20,46501.72570000001,2005,-88.11000000000058
2005-11-21,46413.61570000001,2005,0.0
2005-11-23,46413.61570000001,2005,0.0
2005-12-05,46413.61570000001,2005,94.05000000000291
2005-12-08,46507.66570000001,2005,0.0
2005-12-15,46507.66570000001,2005,405.90000000000146
2005-12-19,46913.565700000014,2005,-16.830000000001746
2005-12-27,46896.73570000001,2005,0.0
2005-12-30,46896.73570000001,2005,0.0
2006-01-11,46896.73570000001,2006,188.09999999999854
2006-01-16,47084.83570000001,2006,227.6999999999971
2006-01-25,47312.53570000001,2006,49.5
2006-01-26,47362.03570000001,2006,221.76000000000204
2006-02-05,47583.79570000001,2006,306.90000000000146
2006-02-06,47890.69570000001,2006,0.0
2006-02-09,47890.69570000001,2006,0.0
