,lnp,lcp,anp,acp,hnp,hcp
2000,2589.6164999999983,2780.4389999999985,4082.6539999999986,3881.1889999999985,5527.503999999999,4981.9389999999985
2001,783.7062000000005,2300.386200000001,1564.2062000000005,2651.886200000001,2267.956200000006,3003.3862000000045
2002,-9385.825,2016.4999999999982,-4382.549999999999,2479.0,509.8499999999949,2941.5
2003,2055.453999999999,2669.2540000000045,3479.2689999999984,3110.2940000000053,4753.83400000001,3551.334000000006
2004,-382.21600000000035,1150.7000000000007,2526.983999999995,1624.2999999999993,5096.083999999995,2097.899999999998
2005,611.2000000000007,2747.6200000000026,4190.049999999992,3792.8700000000026,7385.399999999998,4838.120000000003
2006,-1557.4699999999975,1817.4399999999987,3072.029999999995,2594.4399999999987,7273.030000000021,3362.6900000000023
2007,3287.7400000000016,6608.200000000001,8982.779999999988,7810.699999999997,13933.569999999992,9013.19999999999
2008,1090.8300000000008,1363.0799999999945,2084.079999999987,1858.87999999999,3009.5799999999945,2354.679999999993
2009,143.39999999999782,264.1800000000003,391.1999999999971,364.08000000000175,610.5,463.9800000000032
2010,989.8100000000013,1448.1800000000076,1910.6400000000067,1984.6800000000076,2802.4700000000084,2521.1800000000076
2011,-4450.01,684.1299999999901,953.2399999999907,804.3799999999901,5393.489999999991,924.6299999999901
2012,-280.9599999999973,1039.7000000000044,1577.659999999989,1322.3800000000047,3191.0300000000134,1605.060000000005
2013,-657.1399999999985,447.6999999999971,835.9099999999889,693.75,2074.9599999999773,939.8000000000029
2014,98.58999999999742,780.7000000000044,1694.2200000000012,1333.8499999999985,3174.600000000006,1887.0
2015,686.9699999999993,1345.3199999999997,2431.544999999991,1935.469999999994,4024.1199999999662,2525.6199999999953
2016,-1484.2599999999984,513.5599999999977,1220.7150000000038,883.5599999999977,3568.6900000000023,1253.5599999999977
2017,-2708.289999999998,555.739999999998,836.939999999995,647.8699999999953,3613.4199999999983,739.9999999999927
2018,-498.61999999999557,2170.420000000013,6081.370000000003,4765.970000000008,11998.359999999986,7361.520000000004
2019,0.0,0.0,0.0,0.0,0.0,0.0
