date,value,year,change
2000-01-01,10000.0,2000,0.0
2000-01-26,10000.0,2000,0.0
2000-02-04,10000.0,2000,0.0
2000-02-24,10000.0,2000,0.0
2000-02-28,10000.0,2000,0.0
2000-02-29,10000.0,2000,0.0
2000-03-01,10000.0,2000,148.5
2000-03-02,10148.5,2000,247.5
2000-03-09,10396.0,2000,0.0
2000-03-21,10396.0,2000,222.75
2000-03-30,10618.75,2000,185.625
2000-04-02,10804.375,2000,209.8799999999992
2000-04-04,11014.255,2000,0.0
2000-04-17,11014.255,2000,148.5
2000-04-23,11162.755,2000,0.0
2000-04-24,11162.755,2000,247.5
2000-04-25,11410.255,2000,0.0
2000-05-01,11410.255,2000,123.75
2000-05-21,11534.005,2000,90.09000000000015
2000-05-25,11624.095,2000,0.0
2000-06-05,11624.095,2000,92.8125
2000-06-06,11716.9075,2000,198.0
2000-07-11,11914.9075,2000,0.0
2000-07-31,11914.9075,2000,0.0
2000-08-01,11914.9075,2000,0.0
2000-08-10,11914.9075,2000,0.0
2000-08-18,11914.9075,2000,0.0
2000-08-21,11914.9075,2000,0.0
2000-09-03,11914.9075,2000,160.875
2000-09-05,12075.7825,2000,0.0
2000-09-08,12075.7825,2000,0.0
2000-09-13,12075.7825,2000,99.98999999999978
2000-09-21,12175.7725,2000,792.0
2000-09-24,12967.7725,2000,0.0
2000-09-26,12967.7725,2000,0.0
2000-09-29,12967.7725,2000,204.13800000000083
2000-10-11,13171.9105,2000,0.0
2000-10-23,13171.9105,2000,0.0
2000-10-27,13171.9105,2000,160.3799999999992
2000-10-30,13332.2905,2000,0.0
2000-10-31,13332.2905,2000,476.1900000000005
2000-11-01,13808.4805,2000,495.0
2000-11-06,14303.4805,2000,0.0
2000-11-09,14303.4805,2000,0.0
2000-11-15,14303.4805,2000,160.875
2000-11-28,14464.3555,2000,198.0
2000-12-07,14662.3555,2000,235.125
2000-12-11,14897.4805,2000,0.0
2000-12-15,14897.4805,2000,0.0
2000-12-20,14897.4805,2000,294.92099999999846
2000-12-21,15192.401499999998,2000,0.0
2001-01-16,15192.401499999998,2001,235.125
2001-01-23,15427.526499999998,2001,68.30999999999949
2001-01-28,15495.836499999998,2001,247.5
2001-01-29,15743.336499999998,2001,346.5
2001-02-06,16089.836499999998,2001,0.0
2001-02-16,16089.836499999998,2001,99.0
2001-02-21,16188.836499999998,2001,0.0
2001-02-26,16188.836499999998,2001,0.0
2001-03-08,16188.836499999998,2001,0.0
2001-03-19,16188.836499999998,2001,0.0
2001-03-22,16188.836499999998,2001,104.94000000000051
2001-03-29,16293.776499999998,2001,0.0
2001-04-03,16293.776499999998,2001,0.0
2001-04-12,16293.776499999998,2001,0.0
2001-04-13,16293.776499999998,2001,0.0
2001-04-16,16293.776499999998,2001,0.0
2001-04-17,16293.776499999998,2001,0.0
2001-04-23,16293.776499999998,2001,0.0
2001-05-09,16293.776499999998,2001,126.81900000000132
2001-05-10,16420.5955,2001,0.0
2001-05-11,16420.5955,2001,0.0
2001-05-16,16420.5955,2001,445.5
2001-05-21,16866.0955,2001,0.0
2001-06-01,16866.0955,2001,60.38999999999942
2001-06-12,16926.4855,2001,297.0
2001-06-17,17223.4855,2001,0.0
2001-06-28,17223.4855,2001,0.0
2001-07-02,17223.4855,2001,84.15000000000146
2001-07-05,17307.6355,2001,0.0
2001-07-10,17307.6355,2001,0.0
2001-07-19,17307.6355,2001,0.0
2001-07-26,17307.6355,2001,47.52000000000044
2001-08-05,17355.1555,2001,0.0
2001-08-06,17355.1555,2001,0.0
2001-08-07,17355.1555,2001,0.0
2001-08-13,17355.1555,2001,0.0
2001-08-15,17355.1555,2001,99.0
2001-08-21,17454.1555,2001,202.95000000000073
2001-08-22,17657.1055,2001,86.625
2001-08-29,17743.7305,2001,0.0
2001-09-10,17743.7305,2001,128.70000000000073
2001-09-18,17872.430500000002,2001,0.0
2001-09-24,17872.430500000002,2001,227.70000000000073
2001-09-27,18100.130500000003,2001,0.0
2001-10-10,18100.130500000003,2001,118.79999999999927
2001-10-14,18218.930500000002,2001,0.0
2001-11-05,18218.930500000002,2001,21.779999999998836
2001-11-18,18240.7105,2001,0.0
2001-11-21,18240.7105,2001,0.0
2001-11-26,18240.7105,2001,0.0
2001-12-07,18240.7105,2001,24.75
2001-12-10,18265.4605,2001,0.0
2001-12-17,18265.4605,2001,0.0
2001-12-20,18265.4605,2001,133.65000000000146
2001-12-26,18399.110500000003,2001,341.08469999999943
2001-12-27,18740.195200000002,2001,158.40000000000146
2002-01-16,18898.595200000003,2002,212.84999999999854
2002-01-24,19111.445200000002,2002,0.0
2002-01-28,19111.445200000002,2002,0.0
2002-01-31,19111.445200000002,2002,0.0
2002-02-07,19111.445200000002,2002,0.0
2002-03-07,19111.445200000002,2002,0.0
2002-03-21,19111.445200000002,2002,0.0
2002-03-28,19111.445200000002,2002,0.0
2002-04-10,19111.445200000002,2002,0.0
2002-04-15,19111.445200000002,2002,0.0
2002-04-23,19111.445200000002,2002,168.29999999999927
2002-05-02,19279.7452,2002,0.0
2002-05-07,19279.7452,2002,65.34000000000015
2002-05-14,19345.0852,2002,0.0
2002-05-17,19345.0852,2002,0.0
2002-05-23,19345.0852,2002,405.90000000000146
2002-06-06,19750.985200000003,2002,0.0
2002-06-13,19750.985200000003,2002,125.72999999999956
2002-06-20,19876.715200000002,2002,0.0
2002-06-23,19876.715200000002,2002,99.9900000000016
2002-06-27,19976.705200000004,2002,49.5
2002-07-04,20026.205200000004,2002,0.0
2002-07-16,20026.205200000004,2002,0.0
