,multi
2000,7.3445694900000005
2001,3.3906949943801115
2002,2.8172666246563307
2003,0.9521778571172795
2004,0.46429345274060424
2005,0.39815766601067565
2006,0.2495480581938648
2007,0.4656068494086865
2008,0.07660212871729886
2009,0.05159596311246982
2010,0.45641922309901334
2011,0.14290179598792457
2012,0.13203462149716094
2013,0.16266003239409416
2014,0.14757039681462764
2015,0.08791820773457143
2016,0.07091404927465375
2017,0.08297177554753606
2018,0.03001890177279098
