,multi
2000,7.28660199
2001,1.7072070092267095
2002,2.5043088449206485
2003,0.8492341595510576
2004,0.4544880694336655
2005,0.39199348265066813
2006,0.24133503693114577
2007,0.45839718675316576
2008,0.073631353827907
2009,0.04980322058138542
2010,0.4485976162098529
2011,0.14129477040521543
2012,0.12853507978777368
2013,0.15949918246197814
2014,0.14520840328193785
2015,0.08723402988134055
2016,0.06964951720778598
2017,0.08158857087763348
2018,0.029556213200759365
