,mult_avg
2000,2.3094048199999997
2001,0.6213596105175191
2002,0.44402115690645205
2003,0.5386858678792499
2004,0.0025163351729923576
2005,0.0
2006,0.0
2007,0.0
2008,0.10253047662981363
2009,0.06194755210208764
2010,0.027285897950106153
2011,0.08371690779664154
2012,-0.05025360655254467
2013,0.04771646746504673
2014,0.0
2015,0.030151618585663762
2016,0.0
2017,0.025614235302702182
2018,0.09260432361821466
