,multi
2000,7.40251324
2001,5.050969131231026
2002,2.955352987193433
2003,0.9922724225503033
2004,0.46784779457225384
2005,0.40037177677328334
2006,0.2524804744597665
2007,0.46815811238944277
2008,0.07764639357931076
2009,0.05222257874418258
2010,0.4587657075860641
2011,0.14340999322143372
2012,0.13328430311224534
2013,0.16378352377360056
2014,0.14840685196954773
2015,0.08815981586516775
2016,0.07136021752403955
2017,0.08345903609028224
2018,0.03018161136797184
