,multi
2000,7.251835740000001
2001,0.6857598937130565
2002,2.009738773754493
2003,0.6412492061129395
2004,0.43604444502915124
2005,0.37700491756798604
2006,0.22105772944984886
2007,0.4401818682762991
2008,0.06599318961943759
2009,0.045124026984993536
2010,0.42805593084619364
2011,0.13044361557210032
2012,0.11980290061281194
2013,0.1515164890453963
2014,0.1391854887258627
2015,0.08547642604623243
2016,0.06639372596232673
2017,0.07801213712057085
2018,0.028354375012509443
