cik,date,url,error,exp date,trading px,px date,tender px,low,high,increment,price cap,share cap,shares outstanding
"""0001120427""",4/6/2004,https://www.sec.gov//Archives/edgar/data/1120427/000100127704000170/0001001277-04-000170-index.htm,,5/14/2004,34.25,4/5/2004,35,,,,,"100,000","1,484,823"
"""0000102588""",1/16/2001,https://www.sec.gov//Archives/edgar/data/102588/000093041301000079/0000930413-01-000079-index.htm,,2/15/2001,7,1/5/2001,8,,,,,"375,000","1,522,350"
"""0001055355""",1/19/2010,https://www.sec.gov//Archives/edgar/data/1055355/000119312510008132/0001193125-10-008132-index.htm,,2/19/2010,26.1,1/8/2010,,26.1,30,0.1,"$100,000,000 ",,"17,363,186"
"""0001055355""",1/19/2010,https://www.sec.gov//Archives/edgar/data/1055355/000119312510008132/0001193125-10-008132-index.htm,Duplicate,,,,,,,,,,
"""0001096199""",6/17/2013,https://www.sec.gov//Archives/edgar/data/1096199/000119312513260552/0001193125-13-260552-index.htm,,7/15/2013,13,6/14/2013,,12,14,0.25,,"400,000","6,658,168"
"""0001010775""",7/12/2006,https://www.sec.gov//Archives/edgar/data/1010775/000095014406006605/0000950144-06-006605-index.htm,,8/21/2006,26.8,7/10/2006,,25.75,29,0.25,,"43,000,000","300,023,413"
"""0001042521""",9/25/2007,https://www.sec.gov//Archives/edgar/data/1042521/000111650207001846/0001116502-07-001846-index.htm,Warrants / Options,,,,,,,,,,
"""0001042521""",9/25/2007,https://www.sec.gov//Archives/edgar/data/1042521/000111650207001846/0001116502-07-001846-index.htm,Duplicate,,,,,,,,,,
"""0000852437""",10/3/2014,https://www.sec.gov//Archives/edgar/data/852437/000119312514362768/0001193125-14-362768-index.htm,,11/3/2014,1.15,9/26/2014,1.2,,,,,"27,530,816","54,491,296"
"""0001426506""",10/30/2014,https://www.sec.gov//Archives/edgar/data/1426506/000114420414063810/0001144204-14-063810-index.htm,Duplicate,,,,,,,,,,
"""0000109177""",11/20/2002,https://www.sec.gov//Archives/edgar/data/109177/000095012302011173/0000950123-02-011173-index.htm,,12/18/2002,23.2,11/12/2002,28,,,,,"500,000","2,390,849"
"""0000892653""",1/3/2007,https://www.sec.gov//Archives/edgar/data/892653/000110465907000373/0001104659-07-000373-index.htm,,2/1/2007,4.1,12/26/2006,,4.8,5.3,0.1,,"472,000","2,770,252"
"""0000913277""",5/8/2018,https://www.sec.gov//Archives/edgar/data/913277/000114420418025866/0001144204-18-025866-index.htm,,6/5/2018,7.1,5/7/2018,,6.6,7.2,0.1,"$7,200,000 ",,"30,041,265"
