cik,date,url
"""0000005117""",2005-09-07,https://www.sec.gov//Archives/edgar/data/5117/000119312505181613/0001193125-05-181613-index.htm
"""0000785161""",2013-02-20,https://www.sec.gov//Archives/edgar/data/785161/000119312513066145/0001193125-13-066145-index.htm
"""0001096752""",2002-08-05,https://www.sec.gov//Archives/edgar/data/1096752/000095013102002944/0000950131-02-002944-index.htm
"""0001101302""",2007-05-11,https://www.sec.gov//Archives/edgar/data/1101302/000119312507111241/0001193125-07-111241-index.htm
"""0001136893""",2010-07-06,https://www.sec.gov//Archives/edgar/data/1136893/000095012310063756/0000950123-10-063756-index.htm
"""0000033488""",2000-02-24,https://www.sec.gov//Archives/edgar/data/33488/0000950152-00-001270-index.html
"""0000791718""",2005-11-10,https://www.sec.gov//Archives/edgar/data/791718/000095012305013470/0000950123-05-013470-index.htm
"""0001279014""",2006-03-22,https://www.sec.gov//Archives/edgar/data/1279014/000116923206001639/0001169232-06-001639-index.htm
"""0001279014""",2005-12-19,https://www.sec.gov//Archives/edgar/data/1279014/000116923205005684/0001169232-05-005684-index.htm
"""0001279014""",2005-12-19,https://www.sec.gov//Archives/edgar/data/1279014/000116923205005684/0001169232-05-005684-index.htm
"""0001279014""",2005-09-26,https://www.sec.gov//Archives/edgar/data/1279014/000116923205004688/0001169232-05-004688-index.htm
"""0001279014""",2005-06-20,https://www.sec.gov//Archives/edgar/data/1279014/000116923205003224/0001169232-05-003224-index.htm
"""0001279014""",2005-03-22,https://www.sec.gov//Archives/edgar/data/1279014/000116923205001769/0001169232-05-001769-index.htm
"""0001279014""",2004-12-20,https://www.sec.gov//Archives/edgar/data/1279014/000090873704000985/0000908737-04-000985-index.htm
"""0000896400""",2007-06-08,https://www.sec.gov//Archives/edgar/data/896400/000119312507132070/0001193125-07-132070-index.htm
"""0000753568""",2005-07-25,https://www.sec.gov//Archives/edgar/data/753568/000119312505147655/0001193125-05-147655-index.htm
"""0001116284""",2015-01-08,https://www.sec.gov//Archives/edgar/data/1116284/000119312515004875/0001193125-15-004875-index.htm
"""0001116284""",2008-11-10,https://www.sec.gov//Archives/edgar/data/1116284/000120621208000223/0001206212-08-000223-index.htm
"""0001116284""",2015-01-08,https://www.sec.gov//Archives/edgar/data/1116284/000119312515004875/0001193125-15-004875-index.htm
"""0001116284""",2008-11-10,https://www.sec.gov//Archives/edgar/data/1116284/000120621208000223/0001206212-08-000223-index.htm
"""0001324424""",2007-06-29,https://www.sec.gov//Archives/edgar/data/1324424/000089102007000187/0000891020-07-000187-index.htm
"""0001324424""",2006-12-11,https://www.sec.gov//Archives/edgar/data/1324424/000095012306015037/0000950123-06-015037-index.htm
"""0001324424""",2007-06-29,https://www.sec.gov//Archives/edgar/data/1324424/000089102007000187/0000891020-07-000187-index.htm
"""0001324424""",2006-12-11,https://www.sec.gov//Archives/edgar/data/1324424/000095012306015037/0000950123-06-015037-index.htm
"""0001078271""",2008-08-11,https://www.sec.gov//Archives/edgar/data/1078271/000119312508172593/0001193125-08-172593-index.htm
"""0000713095""",2007-07-19,https://www.sec.gov//Archives/edgar/data/713095/000119380507001874/0001193805-07-001874-index.htm
"""0001081202""",2001-07-02,https://www.sec.gov//Archives/edgar/data/1081202/000112528201501105/0001125282-01-501105-index.htm
"""0001012771""",2012-02-28,https://www.sec.gov//Archives/edgar/data/1012771/000104746912001663/0001047469-12-001663-index.htm
"""0001012771""",2000-09-26,https://www.sec.gov//Archives/edgar/data/1012771/000091205700042575/0000912057-00-042575-index.htm
"""0001371446""",2014-07-24,https://www.sec.gov//Archives/edgar/data/1371446/000119312514278811/0001193125-14-278811-index.htm
"""0001371446""",2013-05-21,https://www.sec.gov//Archives/edgar/data/1371446/000119312513229037/0001193125-13-229037-index.htm
"""0001371446""",2012-11-05,https://www.sec.gov//Archives/edgar/data/1371446/000119312512451980/0001193125-12-451980-index.htm
"""0001371446""",2012-05-09,https://www.sec.gov//Archives/edgar/data/1371446/000119312512221813/0001193125-12-221813-index.htm
"""0001371446""",2011-12-01,https://www.sec.gov//Archives/edgar/data/1371446/000119312511326394/0001193125-11-326394-index.htm
"""0001371446""",2011-08-02,https://www.sec.gov//Archives/edgar/data/1371446/000119312511205829/0001193125-11-205829-index.htm
"""0001371446""",2014-07-24,https://www.sec.gov//Archives/edgar/data/1371446/000119312514278811/0001193125-14-278811-index.htm
"""0001371446""",2013-05-21,https://www.sec.gov//Archives/edgar/data/1371446/000119312513229037/0001193125-13-229037-index.htm
"""0001371446""",2012-11-05,https://www.sec.gov//Archives/edgar/data/1371446/000119312512451980/0001193125-12-451980-index.htm
"""0001371446""",2012-05-09,https://www.sec.gov//Archives/edgar/data/1371446/000119312512221813/0001193125-12-221813-index.htm
"""0001371446""",2011-12-01,https://www.sec.gov//Archives/edgar/data/1371446/000119312511326394/0001193125-11-326394-index.htm
"""0001371446""",2011-08-02,https://www.sec.gov//Archives/edgar/data/1371446/000119312511205829/0001193125-11-205829-index.htm
"""0001325460""",2008-04-08,https://www.sec.gov//Archives/edgar/data/1325460/000110465908023092/0001104659-08-023092-index.htm
"""0001331875""",2015-02-23,https://www.sec.gov//Archives/edgar/data/1331875/000119312515057309/0001193125-15-057309-index.htm
"""0001136893""",2010-07-06,https://www.sec.gov//Archives/edgar/data/1136893/000095012310063756/0000950123-10-063756-index.htm
"""0001331875""",2015-02-23,https://www.sec.gov//Archives/edgar/data/1331875/000119312515057309/0001193125-15-057309-index.htm
"""0000782842""",2011-09-14,https://www.sec.gov//Archives/edgar/data/782842/000104746911008011/0001047469-11-008011-index.htm
