cik,date,url,error,exp date,trading px,px date,tender px,low,high,increment,price cap,share cap,shares outstanding,tender type
1085621,11/7/2016,https://www.sec.gov//Archives/edgar/data/1085621/000119312516761333/0001193125-16-761333-index.htm,,12/7/2016,11.6,11/2/2016,,12,14,0.25,"80,000,000",,"39,477,526",Modified Dutch Auction
1062478,11/5/2008,https://www.sec.gov//Archives/edgar/data/1062478/000095013408019483/0000950134-08-019483-index.htm,,12/5/2008,2.85,10/31/2008,,3.15,3.4,0.05,"60,000,000",,"60,865,628",Modified Dutch Auction
1062478,11/5/2008,https://www.sec.gov//Archives/edgar/data/1062478/000095013408019483/0000950134-08-019483-index.htm,Duplicate,,,,,,,,,,,
733269,11/13/2018,https://www.sec.gov//Archives/edgar/data/733269/000119312518324979/0001193125-18-324979-index.htm,,12/12/2018,45.89,11/12/2018,,44.5,49,0.1,"500,000,000",,"78,846,830",Modified Dutch Auction
733269,8/7/2006,https://www.sec.gov//Archives/edgar/data/733269/000119312506163184/0001193125-06-163184-index.htm,,9/12/2006,24.49,8/4/2006,,25,27,0.25,,"11,111,111","88,033,832",Modified Dutch Auction
733269,11/13/2018,https://www.sec.gov//Archives/edgar/data/733269/000119312518324979/0001193125-18-324979-index.htm,Duplicate,,,,,,,,,,,
733269,8/7/2006,https://www.sec.gov//Archives/edgar/data/733269/000119312506163184/0001193125-06-163184-index.htm,Duplicate,,,,,,,,,,,
1000753,12/8/2015,https://www.sec.gov//Archives/edgar/data/1000753/000119312515397182/0001193125-15-397182-index.htm,,1/7/2016,44.03,12/7/2015,,43.5,50,0.25,"125,000,000",,"24,277,515",Modified Dutch Auction
1000753,11/26/2012,https://www.sec.gov//Archives/edgar/data/1000753/000119312512480193/0001193125-12-480193-index.htm,,12/21/2012,28.29,11/23/2012,,27,31,0.25,"50,000,000",,"25,662,001",Modified Dutch Auction
1515156,5/8/2017,https://www.sec.gov//Archives/edgar/data/1515156/000151515617000045/0001515156-17-000045-index.htm,,6/5/2017,9.39,5/5/2017,,9.4,10.8,0.1,,"925,000","22,294,573",Modified Dutch Auction
1080014,10/30/2015,https://www.sec.gov//Archives/edgar/data/1080014/000104746915008165/0001047469-15-008165-index.htm,,12/1/2015,8.15,10/28/2015,,8.5,9.25,0.05,"75,000,000",,"117,425,815",Modified Dutch Auction
913614,7/26/2005,https://www.sec.gov//Archives/edgar/data/913614/000107997305000510/0001079973-05-000510-index.htm,,8/25/2005,3.51,7/25/2005,4.25,,,,,"1,058,823","5,483,998",Tender Offer
2135,2/9/2006,https://www.sec.gov//Archives/edgar/data/2135/000095013406002346/0000950134-06-002346-index.htm,,3/10/2006,56.24,1/25/2006,,56,63,0.25,,"55,500,000","118,302,227",Modified Dutch Auction
933405,12/16/2003,https://www.sec.gov//Archives/edgar/data/933405/000104746903041062/0001047469-03-041062-index.htm,,1/20/2004,13.75,12/15/2003,,13,15.75,0.25,,"2,638,500","24,233,953",Modified Dutch Auction
832488,11/2/2015,https://www.sec.gov//Archives/edgar/data/832488/000114420415062063/0001144204-15-062063-index.htm,,12/1/2015,6.24,10/30/2015,7.5,,,,,"2,000,000","14,434,887",Tender Offer
1090872,11/15/2005,https://www.sec.gov//Archives/edgar/data/1090872/000104746905027027/0001047469-05-027027-index.htm,,12/13/2005,32.9,11/14/2005,,32,37,0.25,,"73,000,000","503,852,191",Modified Dutch Auction
78749,8/21/2007,https://www.sec.gov//Archives/edgar/data/78749/000095015207007008/0000950152-07-007008-index.htm,,9/19/2007,15.63,8/20/2007,,16.25,18.5,0.25,,"6,000,000","31,437,014",Modified Dutch Auction
701288,3/18/2003,https://www.sec.gov//Archives/edgar/data/701288/000095014403003273/0000950144-03-003273-index.htm,,4/14/2003,18,2/26/2003,23,,,,,"350,000","1,838,571",Tender Offer
701288,11/26/2001,https://www.sec.gov//Archives/edgar/data/701288/000095014401509543/0000950144-01-509543-index.htm,,12/21/2001,32.0247,11/20/2001,34.5,,,,,"500,000","2,079,050",Tender Offer
3370,11/21/2007,https://www.sec.gov//Archives/edgar/data/3370/000119312507252247/0001193125-07-252247-index.htm,,12/19/2007,10.77,11/19/2007,,13,15,0.25,"295,000,000",,"116,021,508",Modified Dutch Auction
902272,8/24/2007,https://www.sec.gov//Archives/edgar/data/902272/000111667907002238/0001116679-07-002238-index.htm,,9/21/2007,15.6,8/17/2007,,15.1,16.85,0.25,,"496,688","5,523,096",Modified Dutch Auction
3545,9/5/2018,https://www.sec.gov//Archives/edgar/data/3545/000138713118004519/0001387131-18-004519-index.htm,,10/3/2018,32.3,8/31/2018,34,,,,,"588,235","8,199,957",Modified Dutch Auction
2491,4/8/2011,https://www.sec.gov//Archives/edgar/data/2491/000104746911003398/0001047469-11-003398-index.htm,,5/6/2011,37.68,4/7/2011,,34.5,40,0.25,"400,000,000",,"52,916,823",Modified Dutch Auction
913293,8/25/2006,https://www.sec.gov//Archives/edgar/data/913293/000119312506179571/0001193125-06-179571-index.htm,,9/22/2006,2.79,8/15/2006,,2.75,3,0.05,"30,000,000",,"35,600,159",Modified Dutch Auction
913293,8/25/2006,https://www.sec.gov//Archives/edgar/data/913293/000119312506179571/0001193125-06-179571-index.htm,Duplicate,,,,,,,,,,,
895655,1/26/2012,https://www.sec.gov//Archives/edgar/data/895655/000119312512024200/0001193125-12-024200-index.htm,,2/23/2012,30.71,1/23/2012,,30,33,0.25,"500,000,000",,"91,448,519",Modified Dutch Auction
1387467,6/8/2015,https://www.sec.gov//Archives/edgar/data/1387467/000117494715001014/0001174947-15-001014-index.htm,,7/7/2015,8.37,6/5/2015,,8.5,9.2,0.1,"30,000,000",,"26,262,250",Modified Dutch Auction
1324205,12/19/2007,https://www.sec.gov//Archives/edgar/data/1324205/000101968707004370/0001019687-07-004370-index.htm,Warrants,,,,,,,,,,,
1011006,6/7/2018,https://www.sec.gov//Archives/edgar/data/1011006/000119312518186130/0001193125-18-186130-index.htm,ADR Conversion,,,,,,,,,,,
1011006,5/16/2017,https://www.sec.gov//Archives/edgar/data/1011006/000119312517171310/0001193125-17-171310-index.htm,ADR Conversion,,,,,,,,,,,
1324205,12/19/2007,https://www.sec.gov//Archives/edgar/data/1324205/000101968707004370/0001019687-07-004370-index.htm,Duplicate,,,,,,,,,,,
922408,2/6/2004,https://www.sec.gov//Archives/edgar/data/922408/000092240804000002/0000922408-04-000002-index.htm,,3/16/2004,0.18,2/2/2004,0.21,,,,,"5,000,000","16,937,367",Tender Offer
1568162,5/1/2018,https://www.sec.gov//Archives/edgar/data/1568162/000114420418024010/0001144204-18-024010-index.htm,No Historic / REIT,,,,,,,,,,,
1568162,2/15/2018,https://www.sec.gov//Archives/edgar/data/1568162/000114420418009357/0001144204-18-009357-index.htm,No Historic / REIT,,,,,,,,,,,
5117,9/7/2005,https://www.sec.gov//Archives/edgar/data/5117/000119312505181613/0001193125-05-181613-index.htm,,10/4/2005,2.45,9/6/2005,1.92,,,,,"2,864,584","17,204,134",Tender Offer
1526113,6/2/2015,https://www.sec.gov//Archives/edgar/data/1526113/000114420415035126/0001144204-15-035126-index.htm,No Historic / REIT,,,,,,,,,,,
1526113,6/2/2015,https://www.sec.gov//Archives/edgar/data/1526113/000114420415035126/0001144204-15-035126-index.htm,No Historic / REIT,,,,,,,,,,,
1561032,3/13/2018,https://www.sec.gov//Archives/edgar/data/1561032/000114420418014331/0001144204-18-014331-index.htm,No Historic / REIT,,,,,,,,,,,
1499875,4/7/2014,https://www.sec.gov//Archives/edgar/data/1499875/000114420414021248/0001144204-14-021248-index.htm,No Historic / REIT,,,,,,,,,,,
1595527,6/15/2018,https://www.sec.gov//Archives/edgar/data/1595527/000114420418034458/0001144204-18-034458-index.htm,No Historic / REIT,,,,,,,,,,,
1595527,2/6/2018,https://www.sec.gov//Archives/edgar/data/1595527/000114420418006063/0001144204-18-006063-index.htm,No Historic / REIT,,,,,,,,,,,
1474464,4/15/2014,https://www.sec.gov//Archives/edgar/data/1474464/000114420414022806/0001144204-14-022806-index.htm,No Historic / REIT,,,,,,,,,,,
1568162,5/1/2018,https://www.sec.gov//Archives/edgar/data/1568162/000114420418024010/0001144204-18-024010-index.htm,No Historic / REIT,,,,,,,,,,,
1568162,2/15/2018,https://www.sec.gov//Archives/edgar/data/1568162/000114420418009357/0001144204-18-009357-index.htm,No Historic / REIT,,,,,,,,,,,
1410997,3/1/2012,https://www.sec.gov//Archives/edgar/data/1410997/000114420412012198/0001144204-12-012198-index.htm,No Historic / REIT,,,,,,,,,,,
1595527,6/15/2018,https://www.sec.gov//Archives/edgar/data/1595527/000114420418034458/0001144204-18-034458-index.htm,No Historic / REIT,,,,,,,,,,,
1595527,2/6/2018,https://www.sec.gov//Archives/edgar/data/1595527/000114420418006063/0001144204-18-006063-index.htm,No Historic / REIT,,,,,,,,,,,
1065201,12/17/2004,https://www.sec.gov//Archives/edgar/data/1065201/000119312504215480/0001193125-04-215480-index.htm,,1/18/2005,51.68,11/2/2004,,60,75,0.1,,"60,000","331,751",Single per Share Purchase Price
318154,11/8/2011,https://www.sec.gov//Archives/edgar/data/318154/000119312511300937/0001193125-11-300937-index.htm,,12/7/2011,55.17,11/7/2011,,54,60,0.25,"5,000,000,000",,"876,795,191",Modified Dutch Auction
815353,6/19/2009,https://www.sec.gov//Archives/edgar/data/815353/000114420409033500/0001144204-09-033500-index.htm,Warrants,,,,,,,,,,,
1468516,6/28/2012,https://www.sec.gov//Archives/edgar/data/1468516/000119312512286617/0001193125-12-286617-index.htm,,8/2/2012,27.31,6/27/2012,,27,30,0.25,"400,000,000",,"93,893,863",Modified Dutch Auction
824803,4/23/2003,https://www.sec.gov//Archives/edgar/data/824803/000095013003003329/0000950130-03-003329-index.htm,,5/21/2003,15.87,4/22/2003,,15,17.5,0.25,,"15,000,000","102,194,940",Modified Dutch Auction
1418121,5/18/2015,https://www.sec.gov//Archives/edgar/data/1418121/000118518515001346/0001185185-15-001346-index.htm,No Historic / REIT,,,,,,,,,,,
1418121,5/18/2015,https://www.sec.gov//Archives/edgar/data/1418121/000118518515001346/0001185185-15-001346-index.htm,No Historic / REIT,,,,,,,,,,,
1087277,10/10/2001,https://www.sec.gov//Archives/edgar/data/1087277/000100547701501310/0001005477-01-501310-index.htm,,11/12/2001,0.26,8/27/2001,0.48,,,,,"10,750,000","13,191,602",Tender Offer
812482,5/19/2008,https://www.sec.gov//Archives/edgar/data/812482/000113379608000181/0001133796-08-000181-index.htm,,6/20/2008,35,5/13/2008,40,,,,,"600,000","6,348,781",Tender Offer
1303849,11/17/2008,https://www.sec.gov//Archives/edgar/data/1303849/000114420408064915/0001144204-08-064915-index.htm,Warrants,,,,,,,,,,,
1303849,6/17/2008,https://www.sec.gov//Archives/edgar/data/1303849/000114420408035591/0001144204-08-035591-index.htm,Warrants,,,,,,,,,,,
1279228,2/8/2007,https://www.sec.gov//Archives/edgar/data/1279228/000089322007000236/0000893220-07-000236-index.htm,,3/9/2007,51.28,1/29/2007,,52,54,0.125,,"1,950,000","19,349,284",Modified Dutch Auction
1095079,2/26/2001,https://www.sec.gov//Archives/edgar/data/1095079/000100547701001479/0001005477-01-001479-index.htm,,3/23/2001,0.625,2/9/2001,,1.25,1.5,0.0625,,"2,000,000","37,796,081",Single per Share Purchase Price
1230869,9/1/2009,https://www.sec.gov//Archives/edgar/data/1230869/000089843209001124/0000898432-09-001124-index.htm,NAV,,,,,,,,,,,
1230869,6/16/2008,https://www.sec.gov//Archives/edgar/data/1230869/000113379608000213/0001133796-08-000213-index.htm,NAV,,,,,,,,,,,
1230869,9/1/2009,https://www.sec.gov//Archives/edgar/data/1230869/000089843209001124/0000898432-09-001124-index.htm,NAV,,,,,,,,,,,
1230869,6/16/2008,https://www.sec.gov//Archives/edgar/data/1230869/000113379608000213/0001133796-08-000213-index.htm,NAV,,,,,,,,,,,
1230869,9/1/2009,https://www.sec.gov//Archives/edgar/data/1230869/000089843209001124/0000898432-09-001124-index.htm,NAV,,,,,,,,,,,
1230869,6/16/2008,https://www.sec.gov//Archives/edgar/data/1230869/000113379608000213/0001133796-08-000213-index.htm,NAV,,,,,,,,,,,
795618,5/31/2002,https://www.sec.gov//Archives/edgar/data/795618/000095013002004060/0000950130-02-004060-index.htm,NAV,,,,,,,,,,,
795618,11/6/2001,https://www.sec.gov//Archives/edgar/data/795618/000095010901504692/0000950109-01-504692-index.htm,NAV,,,,,,,,,,,
795618,11/13/2000,https://www.sec.gov//Archives/edgar/data/795618/000095013000005926/0000950130-00-005926-index.htm,NAV,,,,,,,,,,,
912729,2/15/2002,https://www.sec.gov//Archives/edgar/data/912729/000093506902000085/0000935069-02-000085-index.htm,NAV,,,,,,,,,,,
1264707,5/9/2007,https://www.sec.gov//Archives/edgar/data/1264707/000095012407002782/0000950124-07-002782-index.htm,,6/7/2007,18.63,5/8/2007,,18.25,20,0.25,,"1,858,000","34,698,625",Modified Dutch Auction
1001258,4/11/2016,https://www.sec.gov//Archives/edgar/data/1001258/000119312516536846/0001193125-16-536846-index.htm,,5/12/2016,10,4/8/2016,,9.5,10.25,0.25,,"3,000,000","12,016,838",Modified Dutch Auction
933405,12/16/2003,https://www.sec.gov//Archives/edgar/data/933405/000104746903041062/0001047469-03-041062-index.htm,,1/20/2004,13.75,12/15/2003,,13,15.75,0.25,,"2,638,500","24,233,953",Modified Dutch Auction
1279228,2/8/2007,https://www.sec.gov//Archives/edgar/data/1279228/000089322007000236/0000893220-07-000236-index.htm,,3/9/2007,51.28,1/29/2007,,52,54,0.125,,"1,950,000","19,349,284",Modified Dutch Auction
1279228,2/8/2007,https://www.sec.gov//Archives/edgar/data/1279228/000089322007000236/0000893220-07-000236-index.htm,Duplicate,,,,,,,,,,,
701288,3/18/2003,https://www.sec.gov//Archives/edgar/data/701288/000095014403003273/0000950144-03-003273-index.htm,,4/14/2003,18,2/26/2003,23,,,,,"350,000","1,838,571",Tender Offer
701288,11/26/2001,https://www.sec.gov//Archives/edgar/data/701288/000095014401509543/0000950144-01-509543-index.htm,,12/21/2001,32.0247,11/20/2001,34.5,,,,,"500,000","2,079,050",Tender Offer
1325460,4/8/2008,https://www.sec.gov//Archives/edgar/data/1325460/000110465908023092/0001104659-08-023092-index.htm,Warrants,,,,,,,,,,,
1078217,12/18/2012,https://www.sec.gov//Archives/edgar/data/1078217/000104746912011306/0001047469-12-011306-index.htm,,1/23/2013,8.25,12/14/2012,,8.3,9.3,0.05,"300,000,000",,"282,291,947",Modified Dutch Auction
350698,3/10/2006,https://www.sec.gov//Archives/edgar/data/350698/000095014406002068/0000950144-06-002068-index.htm,,4/12/2006,20.89,3/6/2006,23,,,,,"50,000,000","262,705,497",Tender Offer
350698,3/10/2006,https://www.sec.gov//Archives/edgar/data/350698/000095014406002068/0000950144-06-002068-index.htm,Duplicate,,,,,,,,,,,
1303849,11/17/2008,https://www.sec.gov//Archives/edgar/data/1303849/000114420408064915/0001144204-08-064915-index.htm,Warrants,,,,,,,,,,,
1303849,6/17/2008,https://www.sec.gov//Archives/edgar/data/1303849/000114420408035591/0001144204-08-035591-index.htm,Warrants,,,,,,,,,,,
852437,10/3/2014,https://www.sec.gov//Archives/edgar/data/852437/000119312514362768/0001193125-14-362768-index.htm,,11/3/2014,1.15,9/26/2014,1.2,,,,,"27,530,816","54,491,296",Tender Offer
72444,7/2/2012,https://www.sec.gov//Archives/edgar/data/72444/000119312512291057/0001193125-12-291057-index.htm,No Odd Lot,,,,,,,,,,,
1015739,3/5/2009,https://www.sec.gov//Archives/edgar/data/1015739/000118811209000495/0001188112-09-000495-index.htm,,4/2/2009,1.72,3/3/2009,,1.8,2.6,,,"3,500,000","23,281,204",Single per Share Purchase Price
835540,10/20/2008,https://www.sec.gov//Archives/edgar/data/835540/000083554008000023/0000835540-08-000023-index.htm,,11/17/2008,3.51,10/17/2008,,4,5,0.125,,"600,000","6,813,007",Modified Dutch Auction
1407298,11/17/2015,https://www.sec.gov//Archives/edgar/data/1407298/000156761915001495/0001567619-15-001495-index.htm,,12/16/2015,13.15,11/11/2015,,12.7,14.25,0.05,"75,000,000",,"41,162,354",Modified Dutch Auction
913614,7/26/2005,https://www.sec.gov//Archives/edgar/data/913614/000107997305000510/0001079973-05-000510-index.htm,,8/25/2005,3.51,7/25/2005,4.25,,,,,"1,058,823","5,483,998",Tender Offer
2491,4/8/2011,https://www.sec.gov//Archives/edgar/data/2491/000104746911003398/0001047469-11-003398-index.htm,,5/6/2011,37.68,4/7/2011,,34.5,40,0.25,"400,000,000",,52916823,Modified Dutch Auction
760498,8/3/2007,https://www.sec.gov//Archives/edgar/data/760498/000119312507170590/0001193125-07-170590-index.htm,,9/4/2007,40.59,8/1/2007,,39.5,45,0.25,,"500,000","15,724,536",Modified Dutch Auction
723209,8/15/2007,https://www.sec.gov//Archives/edgar/data/723209/000089706907001674/0000897069-07-001674-index.htm,,9/13/2007,14.85,8/10/2007,14,,,,,"300,000","414,617",Tender Offer
723209,11/20/2006,https://www.sec.gov//Archives/edgar/data/723209/000089706906002452/0000897069-06-002452-index.htm,,12/19/2006,15.01,11/15/2006,16.25,,,,,"246,154","674,191",Tender Offer
1379785,8/7/2018,https://www.sec.gov//Archives/edgar/data/1379785/000119312518240456/0001193125-18-240456-index.htm,,9/6/2018,10.48,8/6/2018,,10.2,11.72,0.1,"50,000,000",,"56,186,025",Modified Dutch Auction
1012127,1/31/2003,https://www.sec.gov//Archives/edgar/data/1012127/000095013503000546/0000950135-03-000546-index.htm,,3/3/2003,13.25,11/14/2002,14.85,,,,,"8,500,000","1,134,001",Tender Offer
315858,3/20/2018,https://www.sec.gov//Archives/edgar/data/315858/000117494718000422/0001174947-18-000422-index.htm,,4/17/2018,9.18,3/13/2018,9.25,,,,,"6,486,486","85,709,163",Tender Offer
1384710,11/21/2014,https://www.sec.gov//Archives/edgar/data/1384710/000104746914009453/0001047469-14-009453-index.htm,No Historic / REIT,,,,,,,,,,,
1176373,7/23/2015,https://www.sec.gov//Archives/edgar/data/1176373/000104746915006251/0001047469-15-006251-index.htm,No Historic / REIT,,,,,,,,,,,
1176373,7/23/2015,https://www.sec.gov//Archives/edgar/data/1176373/000104746915006251/0001047469-15-006251-index.htm,No Historic / REIT,,,,,,,,,,,
1176373,7/23/2015,https://www.sec.gov//Archives/edgar/data/1176373/000104746915006251/0001047469-15-006251-index.htm,No Historic / REIT,,,,,,,,,,,
1176373,7/23/2015,https://www.sec.gov//Archives/edgar/data/1176373/000104746915006251/0001047469-15-006251-index.htm,No Historic / REIT,,,,,,,,,,,
913142,3/5/2007,https://www.sec.gov//Archives/edgar/data/913142/000095012307003202/0000950123-07-003202-index.htm,Convertible,,,,,,,,,,,
913142,3/5/2007,https://www.sec.gov//Archives/edgar/data/913142/000095012307003202/0000950123-07-003202-index.htm,Convertible,,,,,,,,,,,
1051771,4/24/2014,https://www.sec.gov//Archives/edgar/data/1051771/000119312514157018/0001193125-14-157018-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/25/2013,https://www.sec.gov//Archives/edgar/data/1051771/000119312513173333/0001193125-13-173333-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/23/2012,https://www.sec.gov//Archives/edgar/data/1051771/000119312512175721/0001193125-12-175721-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/18/2011,https://www.sec.gov//Archives/edgar/data/1051771/000095012311036447/0000950123-11-036447-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/21/2010,https://www.sec.gov//Archives/edgar/data/1051771/000095012310036561/0000950123-10-036561-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/22/2009,https://www.sec.gov//Archives/edgar/data/1051771/000095014409003435/0000950144-09-003435-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/24/2008,https://www.sec.gov//Archives/edgar/data/1051771/000095014408003107/0000950144-08-003107-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/25/2007,https://www.sec.gov//Archives/edgar/data/1051771/000095014407003779/0000950144-07-003779-index.htm,Too illiquid,,,,,,,,,,,
1051771,4/17/2006,https://www.sec.gov//Archives/edgar/data/1051771/000095014406003557/0000950144-06-003557-index.htm,Too illiquid,,,,,,,,,,,
1086670,8/15/2008,https://www.sec.gov//Archives/edgar/data/1086670/000101172308000036/0001011723-08-000036-index.htm,Incomplete filing,,,,,,,,,,,
1086670,3/20/2008,https://www.sec.gov//Archives/edgar/data/1086670/000101172308000013/0001011723-08-000013-index.htm,Incomplete filing,,,,,,,,,,,
1086670,10/1/2007,https://www.sec.gov//Archives/edgar/data/1086670/000101172307000150/0001011723-07-000150-index.htm,Incomplete filing,,,,,,,,,,,
1086670,6/8/2007,https://www.sec.gov//Archives/edgar/data/1086670/000101172307000104/0001011723-07-000104-index.htm,Incomplete filing,,,,,,,,,,,
1024321,5/22/2006,https://www.sec.gov//Archives/edgar/data/1024321/000119312506117271/0001193125-06-117271-index.htm,Incomplete filing,,,,,,,,,,,
315858,3/20/2018,https://www.sec.gov//Archives/edgar/data/315858/000117494718000422/0001174947-18-000422-index.htm,Duplicate,,,,,,,,,,,
1019439,7/31/2000,https://www.sec.gov//Archives/edgar/data/1019439/000091205700033897/0000912057-00-033897-index.htm,,8/30/2000,4.625,7/28/2000,6.25,,,,,"3,500,000","11,976,350",Tender Offer
722104,8/14/2006,https://www.sec.gov//Archives/edgar/data/722104/000112528206004975/0001125282-06-004975-index.htm,,9/12/2006,5.59,8/11/2006,,5.8,6.8,0.1,,"10,000,000","61,870,000",Modified Dutch Auction
875045,5/30/2007,https://www.sec.gov//Archives/edgar/data/875045/000095013507003417/0000950135-07-003417-index.htm,,6/26/2007,49.21,5/29/2007,,47,53,0.25,,"56,603,773","343,161,482",Modified Dutch Auction
875045,5/30/2007,https://www.sec.gov//Archives/edgar/data/875045/000095013507003417/0000950135-07-003417-index.htm,Duplicate,,,,,,,,,,,
875045,5/30/2007,https://www.sec.gov//Archives/edgar/data/875045/000095013507003417/0000950135-07-003417-index.htm,Duplicate,,,,,,,,,,,
72444,7/2/2012,https://www.sec.gov//Archives/edgar/data/72444/000119312512291057/0001193125-12-291057-index.htm,,7/30/2012,1.58,6/29/2012,,1.58,1.72,0.02,"23,000,000",,"42,876,030",Modified Dutch Auction
948072,8/31/2006,https://www.sec.gov//Archives/edgar/data/948072/000114544306002849/0001145443-06-002849-index.htm,,9/29/2006,17.75,8/30/2006,,17.5,28,0.25,,"175,000","2,311,719",Single per Share Purchase Price
1327978,5/17/2017,https://www.sec.gov//Archives/edgar/data/1327978/000132797817000086/0001327978-17-000086-index.htm,NAV,,,,,,,,,,,
1327978,2/10/2017,https://www.sec.gov//Archives/edgar/data/1327978/000132797817000016/0001327978-17-000016-index.htm,NAV,,,,,,,,,,,
1327978,11/9/2016,https://www.sec.gov//Archives/edgar/data/1327978/000132797816000046/0001327978-16-000046-index.htm,NAV,,,,,,,,,,,
1327978,8/5/2016,https://www.sec.gov//Archives/edgar/data/1327978/000138713116006354/0001387131-16-006354-index.htm,NAV,,,,,,,,,,,
1327978,5/6/2016,https://www.sec.gov//Archives/edgar/data/1327978/000138713116005299/0001387131-16-005299-index.htm,NAV,,,,,,,,,,,
1327978,2/5/2016,https://www.sec.gov//Archives/edgar/data/1327978/000119312516452311/0001193125-16-452311-index.htm,NAV,,,,,,,,,,,
1327978,11/12/2015,https://www.sec.gov//Archives/edgar/data/1327978/000119312515375651/0001193125-15-375651-index.htm,NAV,,,,,,,,,,,
913277,5/8/2018,https://www.sec.gov//Archives/edgar/data/913277/000114420418025866/0001144204-18-025866-index.htm,,6/5/2018,7.1,5/7/2018,,6.6,7.2,0.1,"7,200,000",,"30,041,265",Modified Dutch Auction
1051003,3/16/2018,https://www.sec.gov//Archives/edgar/data/1051003/000119312518084821/0001193125-18-084821-index.htm,NAV,,,,,,,,,,,
1051003,3/16/2018,https://www.sec.gov//Archives/edgar/data/1051003/000119312518084821/0001193125-18-084821-index.htm,NAV,,,,,,,,,,,
1589526,9/14/2018,https://www.sec.gov//Archives/edgar/data/1589526/000104746918006215/0001047469-18-006215-index.htm,Convertible,,,,,,,,,,,
921503,6/7/2004,https://www.sec.gov//Archives/edgar/data/921503/000119312504099269/0001193125-04-099269-index.htm,,7/9/2004,33.43,6/4/2004,,30,35,0.25,,"4,000,000","45,678,927",Single per Share Purchase Price
921503,6/7/2004,https://www.sec.gov//Archives/edgar/data/921503/000119312504099269/0001193125-04-099269-index.htm,Duplicate,,,,,,,,,,,
757641,5/18/2007,https://www.sec.gov//Archives/edgar/data/757641/000075764107000012/0000757641-07-000012-index.htm,Incomplete filing,,,,,,,,,,,
757641,5/17/2007,https://www.sec.gov//Archives/edgar/data/757641/000075764107000010/0000757641-07-000010-index.htm,Incomplete filing,,,,,,,,,,,
757641,5/23/2006,https://www.sec.gov//Archives/edgar/data/757641/000114036106007991/0001140361-06-007991-index.htm,Incomplete filing,,,,,,,,,,,
757641,6/10/2004,https://www.sec.gov//Archives/edgar/data/757641/000075764104000005/0000757641-04-000005-index.htm,Incomplete filing,,,,,,,,,,,
908517,11/10/2003,https://www.sec.gov//Archives/edgar/data/908517/000104746903036591/0001047469-03-036591-index.htm,,12/10/2003,4.15,10/31/2003,5,,,,,"2,000,000","5,212,542",Tender Offer
908517,7/16/2002,https://www.sec.gov//Archives/edgar/data/908517/000113388402000754/0001133884-02-000754-index.htm,,8/13/2002,3.03,6/21/2002,4,,,,,"2,500,000","7,848,821",Tender Offer
