cik,date,url,error,exp date,trading px,px date,tender px,low,high,increment,price cap,share cap,shares outstanding
"""0000944148""",6/10/2003,https://www.sec.gov//Archives/edgar/data/944148/000095015203006019/0000950152-03-006019-index.htm,,7/9/2003,3.01,6/9/2003,,3,3.3,0.05,,"14,000,000","95,999,137"
"""0000051434""",8/16/2006,https://www.sec.gov//Archives/edgar/data/51434/000119312506174361/0001193125-06-174361-index.htm,,9/13/2006,34.51,8/15/2006,,32.5,36,0.25,,"41,666,667"," 493,159,568"
"""0001085621""",11/7/2016,https://www.sec.gov//Archives/edgar/data/1085621/000119312516761333/0001193125-16-761333-index.htm,,12/7/2016,11.6,11/2/2016,,12,14,0.25,"$80,000,000 ",,"39,477,526"
"""0001587755""",1/12/2016,https://www.sec.gov//Archives/edgar/data/1587755/000156761916001653/0001567619-16-001653-index.htm,,2/10/2016,7.03,1/11/2016,,9,10,0.1,"$50,000,000 ",,"45,219,380"
"""0001307748""",8/15/2018,https://www.sec.gov//Archives/edgar/data/1307748/000119312518249268/0001193125-18-249268-index.htm,Incomplete filing,,,,,,,,,,
"""0001307748""",10/27/2016,https://www.sec.gov//Archives/edgar/data/1307748/000119312516748797/0001193125-16-748797-index.htm,Incomplete filing,,,,,,,,,,
"""0001307748""",3/14/2014,https://www.sec.gov//Archives/edgar/data/1307748/000119312514099424/0001193125-14-099424-index.htm,Incomplete filing,,,,,,,,,,
"""0001006045""",11/7/2012,https://www.sec.gov//Archives/edgar/data/1006045/000104746912010141/0001047469-12-010141-index.htm,,12/7/2012,3.76,11/5/2012,4.1,,,,,"487,500","8,938,871"
"""0000858707""",4/5/2017,https://www.sec.gov//Archives/edgar/data/858707/000139834417004527/0001398344-17-004527-index.htm,NAV,,,,,,,,,,
"""0000860518""",3/16/2015,https://www.sec.gov//Archives/edgar/data/860518/000114420415016357/0001144204-15-016357-index.htm,,4/15/2015,2.71,3/13/2015,4,,,,,"750,000","2,875,063"
"""0000860518""",3/16/2012,https://www.sec.gov//Archives/edgar/data/860518/000114420412015618/0001144204-12-015618-index.htm,,4/13/2012,3.4,3/15/2012,4.2,,,,,"1,000,000","4,040,925"
"""0000860518""",3/16/2015,https://www.sec.gov//Archives/edgar/data/860518/000114420415016357/0001144204-15-016357-index.htm,Duplicate,,,,,,,,,,
"""0000860518""",3/16/2012,https://www.sec.gov//Archives/edgar/data/860518/000114420412015618/0001144204-12-015618-index.htm,Duplicate,,,,,,,,,,
"""0001324205""",12/19/2007,https://www.sec.gov//Archives/edgar/data/1324205/000101968707004370/0001019687-07-004370-index.htm,Warrants / Options,,,,,,,,,,
"""0000807882""",11/21/2006,https://www.sec.gov//Archives/edgar/data/807882/000089256906001401/0000892569-06-001401-index.htm,,12/19/2006,58.57,11/20/2006,,55,61,0.25,,"5,500,000","47,162,234"
"""0001009829""",5/25/2012,https://www.sec.gov//Archives/edgar/data/1009829/000114420412031879/0001144204-12-031879-index.htm,,6/27/2012,17.95,5/24/2012,20,,,,,"4,000,000","26,019,087"
"""0000895655""",1/26/2012,https://www.sec.gov//Archives/edgar/data/895655/000119312512024200/0001193125-12-024200-index.htm,,2/23/2012,30.71,1/23/2012,,30,33,0.25,"$500,000,000 ",,"91,448,519"
"""0001144834""",10/15/2008,https://www.sec.gov//Archives/edgar/data/1144834/000119312508210322/0001193125-08-210322-index.htm,Incomplete filing,,,,,,,,,,
"""0001452936""",4/23/2018,https://www.sec.gov//Archives/edgar/data/1452936/000145293618000037/0001452936-18-000037-index.htm,Incomplete filing,,,,,,,,,,
"""0001452936""",9/14/2017,https://www.sec.gov//Archives/edgar/data/1452936/000145293617000065/0001452936-17-000065-index.htm,Incomplete filing,,,,,,,,,,
"""0001569391""",5/4/2015,https://www.sec.gov//Archives/edgar/data/1569391/000119312515167730/0001193125-15-167730-index.htm,,6/2/2015,12.84,4/30/2015,,13.5,14,0.1,"$330,000,000 ",,"109,040,224"
"""0001141185""",4/18/2005,https://www.sec.gov//Archives/edgar/data/1141185/000104746905010563/0001047469-05-010563-index.htm,,5/18/2005,73.97,4/13/2005,,85,92,0.25,,"43,500,000","161,388,150"
"""0001141185""",4/18/2005,https://www.sec.gov//Archives/edgar/data/1141185/000104746905010563/0001047469-05-010563-index.htm,Duplicate,,,,,,,,,,
"""0000909954""",4/17/2000,https://www.sec.gov//Archives/edgar/data/909954/0000909954-00-000006-index.html,,5/15/2000,14,4/3/2000,,14.5,16,0.125,,"300,000","3,354,747"
"""0000930420""",11/6/2000,https://www.sec.gov//Archives/edgar/data/930420/000095014400012937/0000950144-00-012937-index.htm,,12/5/2000,2.750434279,10/24/2000,,4.75,5.5,,,"10,000,000","42,155,869"
"""0000930420""",11/6/2000,https://www.sec.gov//Archives/edgar/data/930420/000095014400012937/0000950144-00-012937-index.htm,Duplicate,,,,,,,,,,
"""0000930420""",11/6/2000,https://www.sec.gov//Archives/edgar/data/930420/000095014400012937/0000950144-00-012937-index.htm,Duplicate,,,,,,,,,,
"""0000055698""",11/21/2001,https://www.sec.gov//Archives/edgar/data/55698/000095013501503663/0000950135-01-503663-index.htm,,12/20/2001,10.3,11/16/2001,,12.65,10.65,0.25,,"900,000","9,185,509"
"""0000799125""",12/6/2001,https://www.sec.gov//Archives/edgar/data/799125/000091205701542244/0000912057-01-542244-index.htm,NAV,,,,,,,,,,
"""0001569391""",5/4/2015,https://www.sec.gov//Archives/edgar/data/1569391/000119312515167730/0001193125-15-167730-index.htm,Duplicate,,,,,,,,,,
"""0000912023""",1/31/2012,https://www.sec.gov//Archives/edgar/data/912023/000090514812000209/0000905148-12-000209-index.htm,NAV,,,,,,,,,,
"""0000912023""",11/17/2010,https://www.sec.gov//Archives/edgar/data/912023/000090514810002227/0000905148-10-002227-index.htm,NAV,,,,,,,,,,
"""0000748691""",3/20/2008,https://www.sec.gov//Archives/edgar/data/748691/000095013608001448/0000950136-08-001448-index.htm,NAV,,,,,,,,,,
"""0000748691""",9/29/2006,https://www.sec.gov//Archives/edgar/data/748691/000095012306012193/0000950123-06-012193-index.htm,NAV,,,,,,,,,,
"""0000748691""",1/19/2006,https://www.sec.gov//Archives/edgar/data/748691/000095012306000506/0000950123-06-000506-index.htm,NAV,,,,,,,,,,
"""0000748691""",7/8/2005,https://www.sec.gov//Archives/edgar/data/748691/000095012305008294/0000950123-05-008294-index.htm,NAV,,,,,,,,,,
"""0000748691""",1/23/2004,https://www.sec.gov//Archives/edgar/data/748691/000095012304000682/0000950123-04-000682-index.htm,NAV,,,,,,,,,,
"""0000096793""",11/21/2017,https://www.sec.gov//Archives/edgar/data/96793/000119312517349451/0001193125-17-349451-index.htm,,12/21/2017,1.49,11/17/2017,1.6,,,,"$2,500,000 ",,"9,162,565"
"""0000096793""",1/10/2017,https://www.sec.gov//Archives/edgar/data/96793/000119312517006424/0001193125-17-006424-index.htm,,2/8/2017,1.12,1/5/2017,1.5,,,,"$4,500,000 ",,"9,443,408"
"""0000701985""",10/7/2004,https://www.sec.gov//Archives/edgar/data/701985/000119312504168002/0001193125-04-168002-index.htm,,11/4/2004,21.88,10/6/2004,,21.75,25,0.25,,"80,000,000","471,916,667"
"""0000701985""",2/27/2004,https://www.sec.gov//Archives/edgar/data/701985/000119312504030837/0001193125-04-030837-index.htm,,3/25/2004,20.2,2/25/2004,,19.75,22.5,0.25,,"44,444,000","518,527,895"
"""0001089044""",1/29/2010,https://www.sec.gov//Archives/edgar/data/1089044/000119312510016929/0001193125-10-016929-index.htm,,3/1/2010,4.18,1/28/2010,4.6,,,,,"15,000,000","51,487,523"
"""0000737874""",7/10/2006,https://www.sec.gov//Archives/edgar/data/737874/000095013706007694/0000950137-06-007694-index.htm,,8/7/2006,26.2,7/6/2006,,25.5,28.5,0.1,,"15,000,000","97,900,041"
"""0000737874""",7/10/2006,https://www.sec.gov//Archives/edgar/data/737874/000095013706007694/0000950137-06-007694-index.htm,Duplicate,,,,,,,,,,
"""0001091862""",10/31/2014,https://www.sec.gov//Archives/edgar/data/1091862/000119312514390929/0001193125-14-390929-index.htm,,12/1/2014,22.36,10/29/2014,,21.5,24.5,0.1,"$300,000,000 ",,"86,159,932"
"""0000884461""",6/13/2012,https://www.sec.gov//Archives/edgar/data/884461/000110465912043307/0001104659-12-043307-index.htm,NAV,,,,,,,,,,
"""0000884461""",5/16/2005,https://www.sec.gov//Archives/edgar/data/884461/000119312505108797/0001193125-05-108797-index.htm,NAV,,,,,,,,,,
"""0000884461""",2/17/2004,https://www.sec.gov//Archives/edgar/data/884461/000119312504025058/0001193125-04-025058-index.htm,NAV,,,,,,,,,,
"""0000884461""",6/13/2012,https://www.sec.gov//Archives/edgar/data/884461/000110465912043307/0001104659-12-043307-index.htm,Duplicate,,,,,,,,,,
"""0000884461""",5/16/2005,https://www.sec.gov//Archives/edgar/data/884461/000119312505108797/0001193125-05-108797-index.htm,Duplicate,,,,,,,,,,
"""0000884461""",2/17/2004,https://www.sec.gov//Archives/edgar/data/884461/000119312504025058/0001193125-04-025058-index.htm,Duplicate,,,,,,,,,,
"""0000912766""",8/10/2000,https://www.sec.gov//Archives/edgar/data/912766/000094018000000959/0000940180-00-000959-index.htm,,9/7/2000,13.625,8/9/2000,,13.5,15,0.125,,"6,000,000","41,927,220"
"""0000912766""",3/21/2000,https://www.sec.gov//Archives/edgar/data/912766/0000950169-00-000222-index.html,,4/17/2000,14.875,3/20/2000,,15.25,17.5,0.125,,"9,500,000","50,344,374"
"""0000703604""",9/8/2006,https://www.sec.gov//Archives/edgar/data/703604/000095013706009896/0000950137-06-009896-index.htm,,10/5/2006,38.16,9/6/2006,,37.5,43,0.25,,"1,000,000","8,997,515"
"""0000763744""",5/1/2000,https://www.sec.gov//Archives/edgar/data/763744/0000889812-00-002041-index.html,,5/31/2000,7.0625,4/28/2000,8,,,,,"500,000","11,105,854"
"""0001228361""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1228361/000089843209000606/0000898432-09-000606-index.htm,NAV,,,,,,,,,,
"""0001112477""",4/12/2005,https://www.sec.gov//Archives/edgar/data/1112477/000095012405002354/0000950124-05-002354-index.htm,,5/20/2005,53,4/5/2005,66,,,,,"128,832","858,981"
"""0001434621""",11/18/2010,https://www.sec.gov//Archives/edgar/data/1434621/000104746910009890/0001047469-10-009890-index.htm,,12/17/2010,6.86,11/17/2010,,7.25,7.75,0.1,"$15,000,000 ",,"11,080,929"
"""0000902274""",2/18/2003,https://www.sec.gov//Archives/edgar/data/902274/000095013703001074/0000950137-03-001074-index.htm,,3/17/2003,22.55,2/14/2003,26.5,,,,,"1,500,000","14,632,277"
"""0001316631""",8/10/2007,https://www.sec.gov//Archives/edgar/data/1316631/000103570407000594/0001035704-07-000594-index.htm,,9/10/2007,42.11,8/2/2007,,40,44,0.1,,"5,682,000","185,283,655"
"""0001316631""",8/10/2007,https://www.sec.gov//Archives/edgar/data/1316631/000103570407000594/0001035704-07-000594-index.htm,,9/10/2007,39.89,8/2/2007,,40,44,0.1,,"5,682,000","191,407,215"
"""0001316631""",3/6/2007,https://www.sec.gov//Archives/edgar/data/1316631/000095013407004915/0000950134-07-004915-index.htm,,4/3/2007,28.79,2/28/2007,,28.2,31,0.1,,"8,064,516","191,956,430"
"""0001316631""",3/6/2007,https://www.sec.gov//Archives/edgar/data/1316631/000095013407004915/0000950134-07-004915-index.htm,,4/3/2007,27.26,2/28/2007,,26.65,29.35,0.1,,"8,517,888","192,147,050"
"""0001316631""",12/4/2006,https://www.sec.gov//Archives/edgar/data/1316631/000104746906014714/0001047469-06-014714-index.htm,,1/4/2007,26.61,11/28/2006,,26.08,29.5,0.1,,"5,084,746","196,675,276"
"""0001316631""",12/4/2006,https://www.sec.gov//Archives/edgar/data/1316631/000104746906014714/0001047469-06-014714-index.htm,,1/4/2007,25.79,11/28/2006,,25.27,28.59,0.1,,"5,246,590","197,005,135"
"""0001316631""",8/11/2006,https://www.sec.gov//Archives/edgar/data/1316631/000104746906010820/0001047469-06-010820-index.htm,,9/8/2006,22.43,8/9/2006,,22,25,0.1,,"20,000,000","216,273,908"
"""0001316631""",8/11/2006,https://www.sec.gov//Archives/edgar/data/1316631/000104746906010820/0001047469-06-010820-index.htm,,9/8/2006,21.84,8/9/2006,,21.43,24.35,0.1,,"20,534,000","217,118,642"
"""0001355096""",5/15/2007,https://www.sec.gov//Archives/edgar/data/1355096/000095013407011682/0000950134-07-011682-index.htm,,6/12/2007,23.81,5/8/2007,,23.75,25.75,0.1,,"19,417,476","621,670,949"
"""0001355096""",3/7/2007,https://www.sec.gov//Archives/edgar/data/1355096/000095013407005040/0000950134-07-005040-index.htm,,4/5/2007,103.71,2/27/2007,,105,113,0.1,,"8,470,710","134,503,546"
"""0001355096""",3/7/2007,https://www.sec.gov//Archives/edgar/data/1355096/000095013407005040/0000950134-07-005040-index.htm,,4/5/2007,105.7,2/27/2007,,105,113,0.1,,"378,790","6,014,680"
"""0001082114""",4/10/2002,https://www.sec.gov//Archives/edgar/data/1082114/000091205702014506/0000912057-02-014506-index.htm,,5/8/2002,12.34,4/5/2002,13,,,,,"25,000,000","2,377,258,560"
"""0001082114""",4/10/2002,https://www.sec.gov//Archives/edgar/data/1082114/000091205702014506/0000912057-02-014506-index.htm,,5/8/2002,13,4/5/2002,13,,,,,"1,000,000","212,045,288"
"""0001355096""",5/15/2007,https://www.sec.gov//Archives/edgar/data/1355096/000095013407011682/0000950134-07-011682-index.htm,Duplicate,,,,,,,,,"19,417,476",
"""0001355096""",3/7/2007,https://www.sec.gov//Archives/edgar/data/1355096/000095013407005040/0000950134-07-005040-index.htm,Duplicate,,,,,,,,,,
"""0001355096""",5/15/2007,https://www.sec.gov//Archives/edgar/data/1355096/000095013407011682/0000950134-07-011682-index.htm,Duplicate,,,,,,,,,,
"""0001355096""",3/7/2007,https://www.sec.gov//Archives/edgar/data/1355096/000095013407005040/0000950134-07-005040-index.htm,Duplicate,,,,,,,,,,
"""0001082114""",4/10/2002,https://www.sec.gov//Archives/edgar/data/1082114/000091205702014506/0000912057-02-014506-index.htm,Duplicate,,,,,,,,,,
"""0000814586""",6/26/2017,https://www.sec.gov//Archives/edgar/data/814586/000168316817001655/0001683168-17-001655-index.htm,,7/25/2017,9.36,6/23/2017,,8.5,9.5,0.05,"$6,000,000 ",,"16,154,095"
"""0000814586""",6/26/2017,https://www.sec.gov//Archives/edgar/data/814586/000168316817001655/0001683168-17-001655-index.htm,Duplicate,,,,,,,,,,
"""0001296884""",6/14/2018,https://www.sec.gov//Archives/edgar/data/1296884/000114420418034184/0001144204-18-034184-index.htm,Incomplete filing,,,,,,,,,,
"""0001296884""",10/3/2011,https://www.sec.gov//Archives/edgar/data/1296884/000114420411056032/0001144204-11-056032-index.htm,Incomplete filing,,,,,,,,,,
"""0000701985""",10/7/2004,https://www.sec.gov//Archives/edgar/data/701985/000119312504168002/0001193125-04-168002-index.htm,,11/4/2004,21.88,10/6/2004,,21.75,25,0.25,,"80,000,000","471,916,667"
"""0000701985""",2/27/2004,https://www.sec.gov//Archives/edgar/data/701985/000119312504030837/0001193125-04-030837-index.htm,,3/25/2004,20.2,2/25/2004,,19.75,22.5,0.25,,"44,444,000","518,527,895"
"""0000701985""",10/7/2004,https://www.sec.gov//Archives/edgar/data/701985/000119312504168002/0001193125-04-168002-index.htm,Duplicate,,,,,,,,,,
"""0000701985""",2/27/2004,https://www.sec.gov//Archives/edgar/data/701985/000119312504030837/0001193125-04-030837-index.htm,Duplicate,,,,,,,,,,
"""0000733269""",11/13/2018,https://www.sec.gov//Archives/edgar/data/733269/000119312518324979/0001193125-18-324979-index.htm,,12/12/2018,45.89,11/12/2018,,44.5,49,0.1,"$500,000,000 ",,"78,846,830"
"""0000733269""",8/7/2006,https://www.sec.gov//Archives/edgar/data/733269/000119312506163184/0001193125-06-163184-index.htm,,9/12/2006,24.49,8/4/2006,,25,27,0.25,,"11,111,111","88,033,832"
"""0000883670""",5/17/2002,https://www.sec.gov//Archives/edgar/data/883670/000095012302005433/0000950123-02-005433-index.htm,,6/14/2002,20.23,5/8/2002,,20.5,22.5,0.125,,"4,000,000","24,910,037"
"""0001077866""",1/15/2008,https://www.sec.gov//Archives/edgar/data/1077866/000119312508006856/0001193125-08-006856-index.htm,,2/13/2008,2.78,12/18/2007,,3.4,4.15,0.25,,"4,825,000","22,924,615"
"""0000887905""",9/23/2002,https://www.sec.gov//Archives/edgar/data/887905/000095013002006669/0000950130-02-006669-index.htm,,10/21/2002,7.08,9/18/2002,8.5,,,,,"1,500,000","18,393,322"
"""0000887905""",9/10/2001,https://www.sec.gov//Archives/edgar/data/887905/000091205701531730/0000912057-01-531730-index.htm,,10/8/2001,4.55,9/5/2001,5.75,,,,,"3,000,000","24,490,518"
"""0000913241""",2/20/2008,https://www.sec.gov//Archives/edgar/data/913241/000101905608000298/0001019056-08-000298-index.htm,,3/18/2008,16.78,2/15/2008,,16.5,20,0.5,,"2,600,000","20,117,983"
"""0000749098""",8/14/2007,https://www.sec.gov//Archives/edgar/data/749098/000104746907006540/0001047469-07-006540-index.htm,,9/20/2007,84,8/10/2007,,76.5,91.5,0.1,"$1,536,600,000 ",,"109,463,768"
"""0001099777""",8/11/2003,https://www.sec.gov//Archives/edgar/data/1099777/000104746903026951/0001047469-03-026951-index.htm,,9/15/2003,28.5,8/1/2003,30,,,,,"1,400,000","10,486,250"
"""0001099777""",4/23/2002,https://www.sec.gov//Archives/edgar/data/1099777/000091205702016209/0000912057-02-016209-index.htm,,5/31/2002,18.9,4/16/2002,23,,,,,"1,200,000","11,192,04"
