cik,date,url,error,exp date,trading px,px date,tender px,low,high,increment,price cap,share cap,shares outstanding
"""0000916301""",8/13/2001,https://www.sec.gov//Archives/edgar/data/916301/000095013001503812/0000950130-01-503812-index.htm,NAV,,,,,,,,,,
"""0000916301""",2/27/2001,https://www.sec.gov//Archives/edgar/data/916301/000095012301001842/0000950123-01-001842-index.htm,NAV,,,,,,,,,,
"""0000916301""",8/14/2000,https://www.sec.gov//Archives/edgar/data/916301/000095012300007611/0000950123-00-007611-index.htm,NAV,,,,,,,,,,
"""0000919808""",5/13/2013,https://www.sec.gov//Archives/edgar/data/919808/000110465913040826/0001104659-13-040826-index.htm,NAV,,,,,,,,,,
"""0000919808""",10/19/2012,https://www.sec.gov//Archives/edgar/data/919808/000110465912070146/0001104659-12-070146-index.htm,NAV,,,,,,,,,,
"""0000919808""",5/17/2012,https://www.sec.gov//Archives/edgar/data/919808/000110465912038043/0001104659-12-038043-index.htm,NAV,,,,,,,,,,
"""0000919808""",10/17/2011,https://www.sec.gov//Archives/edgar/data/919808/000110465911056263/0001104659-11-056263-index.htm,NAV,,,,,,,,,,
"""0000919808""",5/11/2011,https://www.sec.gov//Archives/edgar/data/919808/000110465911028213/0001104659-11-028213-index.htm,NAV,,,,,,,,,,
"""0000919808""",4/15/2002,https://www.sec.gov//Archives/edgar/data/919808/000095013002002633/0000950130-02-002633-index.htm,NAV,,,,,,,,,,
"""0000919808""",2/27/2001,https://www.sec.gov//Archives/edgar/data/919808/000095012301001840/0000950123-01-001840-index.htm,NAV,,,,,,,,,,
"""0000919808""",5/13/2013,https://www.sec.gov//Archives/edgar/data/919808/000110465913040826/0001104659-13-040826-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",10/19/2012,https://www.sec.gov//Archives/edgar/data/919808/000110465912070146/0001104659-12-070146-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",5/17/2012,https://www.sec.gov//Archives/edgar/data/919808/000110465912038043/0001104659-12-038043-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",10/17/2011,https://www.sec.gov//Archives/edgar/data/919808/000110465911056263/0001104659-11-056263-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",5/11/2011,https://www.sec.gov//Archives/edgar/data/919808/000110465911028213/0001104659-11-028213-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",4/15/2002,https://www.sec.gov//Archives/edgar/data/919808/000095013002002633/0000950130-02-002633-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",2/27/2001,https://www.sec.gov//Archives/edgar/data/919808/000095012301001840/0000950123-01-001840-index.htm,Duplicate,,,,,,,,,,
"""0000916301""",8/13/2001,https://www.sec.gov//Archives/edgar/data/916301/000095013001503812/0000950130-01-503812-index.htm,Duplicate,,,,,,,,,,
"""0000916301""",2/27/2001,https://www.sec.gov//Archives/edgar/data/916301/000095012301001842/0000950123-01-001842-index.htm,Duplicate,,,,,,,,,,
"""0000916301""",8/14/2000,https://www.sec.gov//Archives/edgar/data/916301/000095012300007611/0000950123-00-007611-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",5/13/2013,https://www.sec.gov//Archives/edgar/data/919808/000110465913040826/0001104659-13-040826-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",10/19/2012,https://www.sec.gov//Archives/edgar/data/919808/000110465912070146/0001104659-12-070146-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",5/17/2012,https://www.sec.gov//Archives/edgar/data/919808/000110465912038043/0001104659-12-038043-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",10/17/2011,https://www.sec.gov//Archives/edgar/data/919808/000110465911056263/0001104659-11-056263-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",5/11/2011,https://www.sec.gov//Archives/edgar/data/919808/000110465911028213/0001104659-11-028213-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",4/15/2002,https://www.sec.gov//Archives/edgar/data/919808/000095013002002633/0000950130-02-002633-index.htm,Duplicate,,,,,,,,,,
"""0000919808""",2/27/2001,https://www.sec.gov//Archives/edgar/data/919808/000095012301001840/0000950123-01-001840-index.htm,Duplicate,,,,,,,,,,
"""0000918686""",6/13/2012,https://www.sec.gov//Archives/edgar/data/918686/000110465912043310/0001104659-12-043310-index.htm,NAV,,,,,,,,,,
"""0000878929""",6/13/2012,https://www.sec.gov//Archives/edgar/data/878929/000110465912043311/0001104659-12-043311-index.htm,NAV,,,,,,,,,,
"""0000916618""",6/13/2012,https://www.sec.gov//Archives/edgar/data/916618/000110465912043308/0001104659-12-043308-index.htm,NAV,,,,,,,,,,
"""0000916618""",4/15/2002,https://www.sec.gov//Archives/edgar/data/916618/000095013002002631/0000950130-02-002631-index.htm,NAV,,,,,,,,,,
"""0000916618""",2/27/2001,https://www.sec.gov//Archives/edgar/data/916618/000095012301001841/0000950123-01-001841-index.htm,NAV,,,,,,,,,,
"""0000918686""",6/13/2012,https://www.sec.gov//Archives/edgar/data/918686/000110465912043310/0001104659-12-043310-index.htm,Duplicate,,,,,,,,,,
"""0000918686""",6/13/2012,https://www.sec.gov//Archives/edgar/data/918686/000110465912043310/0001104659-12-043310-index.htm,Duplicate,,,,,,,,,,
"""0000878929""",6/13/2012,https://www.sec.gov//Archives/edgar/data/878929/000110465912043311/0001104659-12-043311-index.htm,Duplicate,,,,,,,,,,
"""0000916618""",6/13/2012,https://www.sec.gov//Archives/edgar/data/916618/000110465912043308/0001104659-12-043308-index.htm,Duplicate,,,,,,,,,,
"""0000916618""",4/15/2002,https://www.sec.gov//Archives/edgar/data/916618/000095013002002631/0000950130-02-002631-index.htm,Duplicate,,,,,,,,,,
"""0000916618""",2/27/2001,https://www.sec.gov//Archives/edgar/data/916618/000095012301001841/0000950123-01-001841-index.htm,Duplicate,,,,,,,,,,
"""0000916618""",6/13/2012,https://www.sec.gov//Archives/edgar/data/916618/000110465912043308/0001104659-12-043308-index.htm,Duplicate,,,,,,,,,,
"""0000916618""",4/15/2002,https://www.sec.gov//Archives/edgar/data/916618/000095013002002631/0000950130-02-002631-index.htm,Duplicate,,,,,,,,,,
"""0000916618""",2/27/2001,https://www.sec.gov//Archives/edgar/data/916618/000095012301001841/0000950123-01-001841-index.htm,Duplicate,,,,,,,,,,
"""0000918686""",6/13/2012,https://www.sec.gov//Archives/edgar/data/918686/000110465912043310/0001104659-12-043310-index.htm,Duplicate,,,,,,,,,,
"""0000068505""",8/7/2015,https://www.sec.gov//Archives/edgar/data/68505/000119312515281965/0001193125-15-281965-index.htm,,9/3/2015,60.22,8/4/2015,,61,66.5,0.25,"2,000,000,000",,"206,787,244"
"""0000068505""",8/7/2015,https://www.sec.gov//Archives/edgar/data/68505/000119312515281965/0001193125-15-281965-index.htm,Duplicate,,,,,,,,,,
"""0001003078""",7/7/2016,https://www.sec.gov//Archives/edgar/data/1003078/000114420416111880/0001144204-16-111880-index.htm,,8/4/2016,70.8,7/5/2016,,66,72.5,0.5,"300,000,000",,"48,374,634"
"""0000896400""",6/8/2007,https://www.sec.gov//Archives/edgar/data/896400/000119312507132070/0001193125-07-132070-index.htm,,7/10/2007,11.87,5/25/2007,,12.5,13.5,0.1,"25,000,000",,"27,866,402"
"""0000896400""",6/8/2007,https://www.sec.gov//Archives/edgar/data/896400/000119312507132070/0001193125-07-132070-index.htm,Duplicate,,,,,,,,,,
"""0000894351""",6/16/2008,https://www.sec.gov//Archives/edgar/data/894351/000119312508133930/0001193125-08-133930-index.htm,NAV,,,,,,,,,,
"""0000894351""",12/14/2007,https://www.sec.gov//Archives/edgar/data/894351/000119312507265161/0001193125-07-265161-index.htm,NAV,,,,,,,,,,
"""0000894351""",12/15/2006,https://www.sec.gov//Archives/edgar/data/894351/000119312506253904/0001193125-06-253904-index.htm,NAV,,,,,,,,,,
"""0000894351""",6/29/2006,https://www.sec.gov//Archives/edgar/data/894351/000119312506138801/0001193125-06-138801-index.htm,NAV,,,,,,,,,,
"""0001099941""",11/26/2003,https://www.sec.gov//Archives/edgar/data/1099941/000090266403001801/0000902664-03-001801-index.htm,NAV,,,,,,,,,,
"""0001159297""",5/10/2005,https://www.sec.gov//Archives/edgar/data/1159297/000119312505102927/0001193125-05-102927-index.htm,,6/8/2005,30.51,5/6/2005,,28.25,32.5,0.25,,"16,000,000","205,083,779"
"""0000069499""",6/16/2005,https://www.sec.gov//Archives/edgar/data/69499/000095012305007416/0000950123-05-007416-index.htm,,7/15/2005,17.7,6/13/2005,,18,20.5,0.25,,"48,780,487","269,448,868"
"""0000069499""",6/16/2005,https://www.sec.gov//Archives/edgar/data/69499/000095012305007416/0000950123-05-007416-index.htm,Duplicate,,,,,,,,,,
"""0000072444""",7/2/2012,https://www.sec.gov//Archives/edgar/data/72444/000119312512291057/0001193125-12-291057-index.htm,,7/30/2012,1.58,6/29/2012,,1.58,1.72,0.02,"23,000,000",,"42,876,030"
"""0000072444""",7/2/2012,https://www.sec.gov//Archives/edgar/data/72444/000119312512291057/0001193125-12-291057-index.htm,Duplicate,,,,,,,,,,
"""0000072444""",7/2/2012,https://www.sec.gov//Archives/edgar/data/72444/000119312512291057/0001193125-12-291057-index.htm,Duplicate,,,,,,,,,,
"""0000829365""",8/3/2015,https://www.sec.gov//Archives/edgar/data/829365/000119312515273932/0001193125-15-273932-index.htm,,9/4/2015,4.9,7/31/2015,5.5,,,,,"15,000,000","39,618,322"
"""0000829365""",4/28/2015,https://www.sec.gov//Archives/edgar/data/829365/000119312515152349/0001193125-15-152349-index.htm,,5/29/2015,4.5,4/27/2015,5.5,,,,,"3,000,000","42,618,322"
"""0000829365""",8/3/2015,https://www.sec.gov//Archives/edgar/data/829365/000119312515273932/0001193125-15-273932-index.htm,Duplicate,,,,,,,,,,
"""0000829365""",4/28/2015,https://www.sec.gov//Archives/edgar/data/829365/000119312515152349/0001193125-15-152349-index.htm,Duplicate,,,,,,,,,,
"""0001059131""",8/13/2001,https://www.sec.gov//Archives/edgar/data/1059131/000105913101500009/0001059131-01-500009-index.htm,,9/12/2001,13.7,7/31/2001,15,,,,,"400,000","8,564,195"
"""0001059131""",6/5/2000,https://www.sec.gov//Archives/edgar/data/1059131/000105913100000007/0001059131-00-000007-index.htm,,7/5/2000,10.5,5/31/2000,12.5,,,,,"387,500","9,017,514"
"""0000069680""",5/29/2007,https://www.sec.gov//Archives/edgar/data/69680/000095013507003394/0000950135-07-003394-index.htm,,6/28/2007,8.82,5/25/2007,10.5,,,,,"1,900,000","6,261,109"
"""0001475841""",7/6/2015,https://www.sec.gov//Archives/edgar/data/1475841/000104746915005969/0001047469-15-005969-index.htm,,7/31/2015,20.67,7/2/2015,,19.6,22.5,0.1,"100,000,000",,"35,053,339"
"""0000069970""",1/26/2007,https://www.sec.gov//Archives/edgar/data/69970/000095015207000539/0000950152-07-000539-index.htm,,2/28/2007,36.76,1/24/2007,,35,38.75,0.25,,"75,000,000","632,381,603"
"""0000070415""",9/2/2014,https://www.sec.gov//Archives/edgar/data/70415/000093041314003867/0000930413-14-003867-index.htm,,9/29/2014,25.22,8/29/2014,,26,29,0.1,"80,000,000",,"19,109,525"
"""0001520566""",2/11/2016,https://www.sec.gov//Archives/edgar/data/1520566/000119312516458567/0001193125-16-458567-index.htm,,3/11/2016,8.61,2/10/2016,,8.2,9.4,0.1,"100,000,000",,"102,823,731"
"""0000275053""",8/5/2005,https://www.sec.gov//Archives/edgar/data/275053/000104746905020875/0001047469-05-020875-index.htm,,9/1/2005,22.28,8/4/2005,,21,22.25,0.25,,"500,000 ","15,530,769"
"""0000275053""",10/27/2004,https://www.sec.gov//Archives/edgar/data/275053/000104746904032290/0001047469-04-032290-index.htm,,11/24/2004,14.17,10/26/2004,,14.2,16.5,0.1,,"1,000,000","15,105,565"
"""0001019737""",5/9/2007,https://www.sec.gov//Archives/edgar/data/1019737/000119312507107014/0001193125-07-107014-index.htm,,6/7/2007,18.99,4/25/2007,,19.5,22.5,0.25,,"10,500,000","58,100,000"
"""0001475841""",7/6/2015,https://www.sec.gov//Archives/edgar/data/1475841/000104746915005969/0001047469-15-005969-index.htm,Duplicate,,,,,,,,,,
"""0000070866""",11/13/2015,https://www.sec.gov//Archives/edgar/data/70866/000119312515376338/0001193125-15-376338-index.htm,,12/11/2015,26.43,11/12/2015,,26,29.5,0.25,"1,000,000,000",,"170,277,395"
"""0000944696""",12/21/2000,https://www.sec.gov//Archives/edgar/data/944696/000094469600500020/0000944696-00-500020-index.htm,,1/22/2001,0.56,12/15/2000,1.25,,,,,"750,000","7,444,687"
"""0001075736""",11/3/2010,https://www.sec.gov//Archives/edgar/data/1075736/000135448810003328/0001354488-10-003328-index.htm,,12/2/2010,3.36,7/27/2010,,4.35,4.75,0.1,"4,750,000",,"11,402,341"
"""0001178840""",9/18/2009,https://www.sec.gov//Archives/edgar/data/1178840/000089843209001170/0000898432-09-001170-index.htm,NAV,,,,,,,,,,
"""0001178840""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1178840/000089843209000604/0000898432-09-000604-index.htm,NAV,,,,,,,,,,
"""0001178840""",9/18/2009,https://www.sec.gov//Archives/edgar/data/1178840/000089843209001170/0000898432-09-001170-index.htm,Duplicate,,,,,,,,,,
"""0001178840""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1178840/000089843209000604/0000898432-09-000604-index.htm,Duplicate,,,,,,,,,,
"""0001276893""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1276893/000089843209000608/0000898432-09-000608-index.htm,NAV,,,,,,,,,,
"""0001276893""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1276893/000089843209000608/0000898432-09-000608-index.htm,Duplicate,,,,,,,,,,
"""0001228361""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1228361/000089843209000606/0000898432-09-000606-index.htm,NAV,,,,,,,,,,
"""0001227699""",9/18/2009,https://www.sec.gov//Archives/edgar/data/1227699/000089843209001168/0000898432-09-001168-index.htm,NAV,,,,,,,,,,
"""0001227699""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1227699/000089843209000607/0000898432-09-000607-index.htm,NAV,,,,,,,,,,
"""0001178839""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1178839/000089843209000605/0000898432-09-000605-index.htm,NAV,,,,,,,,,,
"""0001178839""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1178839/000089843209000605/0000898432-09-000605-index.htm,Duplicate,,,,,,,,,,
"""0001178841""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1178841/000089843209000609/0000898432-09-000609-index.htm,NAV,,,,,,,,,,
"""0001178841""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1178841/000089843209000609/0000898432-09-000609-index.htm,Duplicate,,,,,,,,,,
"""0001261166""",12/9/2016,https://www.sec.gov//Archives/edgar/data/1261166/000089843216003261/0000898432-16-003261-index.htm,NAV,,,,,,,,,,
"""0001261166""",10/31/2011,https://www.sec.gov//Archives/edgar/data/1261166/000089843211001149/0000898432-11-001149-index.htm,NAV,,,,,,,,,,
"""0001261166""",12/20/2010,https://www.sec.gov//Archives/edgar/data/1261166/000089843210001669/0000898432-10-001669-index.htm,NAV,,,,,,,,,,
"""0001261166""",6/11/2010,https://www.sec.gov//Archives/edgar/data/1261166/000089843210000848/0000898432-10-000848-index.htm,NAV,,,,,,,,,,
"""0001261166""",9/18/2009,https://www.sec.gov//Archives/edgar/data/1261166/000089843209001169/0000898432-09-001169-index.htm,NAV,,,,,,,,,,
"""0001261166""",5/1/2009,https://www.sec.gov//Archives/edgar/data/1261166/000089843209000603/0000898432-09-000603-index.htm,NAV,,,,,,,,,,
"""0001265888""",11/3/2011,https://www.sec.gov//Archives/edgar/data/1265888/000119312511293874/0001193125-11-293874-index.htm,,12/2/2011,31.52,11/2/2011,,31.25,36,0.25,"250,000,000",,"72,587,383"
"""0000858706""",12/21/2007,https://www.sec.gov//Archives/edgar/data/858706/000095012307016980/0000950123-07-016980-index.htm,NAV,,,,,,,,,,
"""0000858707""",4/5/2017,https://www.sec.gov//Archives/edgar/data/858707/000139834417004527/0001398344-17-004527-index.htm,NAV,,,,,,,,,,
"""0001029506""",11/12/2002,https://www.sec.gov//Archives/edgar/data/1029506/000095013402013904/0000950134-02-013904-index.htm,,12/11/2002,20.3,11/8/2002,,21,24,0.25,,"4,000,000","30,029,012"
"""0001610114""",12/17/2015,https://www.sec.gov//Archives/edgar/data/1610114/000156761915001580/0001567619-15-001580-index.htm,,1/19/2016,9.51,12/16/2015,,9,10,0.1,"30,000,000",,"85,447,551"
"""0001474464""",4/15/2014,https://www.sec.gov//Archives/edgar/data/1474464/000114420414022806/0001144204-14-022806-index.htm,Incomplete filing,,,,,,,,,,
"""0001000045""",2/10/2015,https://www.sec.gov//Archives/edgar/data/1000045/000119312515040803/0001193125-15-040803-index.htm,,3/13/2015,14.67,2/9/2015,,14.6,15.6,0.25,"70,000,000",,"12,316,235"
"""0001292470""",5/14/2008,https://www.sec.gov//Archives/edgar/data/1292470/000119312508114595/0001193125-08-114595-index.htm,,6/13/2008,7.7,5/13/2008,,7.45,8.05,0.1,,"6,211,180","30,735,015"
"""0000832488""",11/2/2015,https://www.sec.gov//Archives/edgar/data/832488/000114420415062063/0001144204-15-062063-index.htm,,12/1/2015,6.24,10/30/2015,7.5,,,,,"2,000,000","14,434,887"
"""0001360604""",6/6/2012,https://www.sec.gov//Archives/edgar/data/1360604/000119312512261383/0001193125-12-261383-index.htm,Incomplete filing,,,,,,,,,,
"""0001057698""",2/19/2010,https://www.sec.gov//Archives/edgar/data/1057698/000095012310014409/0000950123-10-014409-index.htm,,3/29/2010,8.1,2/18/2010,,8.1,9.3,0.05,"450,000,000",,"120,137,829"
"""0001206625""",7/22/2003,https://www.sec.gov//Archives/edgar/data/1206625/000095013303002464/0000950133-03-002464-index.htm,,8/19/2003,4.86,6/20/2003,7.5,,,,,"4,350,000","89,627,853"
"""0000072444""",7/2/2012,https://www.sec.gov//Archives/edgar/data/72444/000119312512291057/0001193125-12-291057-index.htm,,7/30/2012,1.58,6/29/2012,,1.58,1.72,0.02,"23,000,000",,"42,876,030"
"""0001036141""",9/1/2009,https://www.sec.gov//Archives/edgar/data/1036141/000095012309040153/0000950123-09-040153-index.htm,,10/6/2009,4.24,8/25/2009,,4.25,5.1,,"27,500,000",,"64,361,746"
"""0000827809""",12/5/2008,https://www.sec.gov//Archives/edgar/data/827809/000090956708001247/0000909567-08-001247-index.htm,,1/15/2009,1.9,11/28/2008,,2.2,2.5,0.1,"50,000,000",,"74,620,328"
"""0000827809""",8/3/2006,https://www.sec.gov//Archives/edgar/data/827809/000094523406000628/0000945234-06-000628-index.htm,,9/8/2006,6.66,7/26/2006,,7,8,0.1,,"13,000,000","88,152,671"
"""0000913614""",7/26/2005,https://www.sec.gov//Archives/edgar/data/913614/000107997305000510/0001079973-05-000510-index.htm,,8/25/2005,3.51,7/25/2005,4.25,,,,,"1,058,823","5,483,998"
"""0001090116""",8/18/2014,https://www.sec.gov//Archives/edgar/data/1090116/000119312514313463/0001193125-14-313463-index.htm,NAV,,,,,,,,,,
"""0001137887""",8/18/2014,https://www.sec.gov//Archives/edgar/data/1137887/000119312514313444/0001193125-14-313444-index.htm,NAV,,,,,,,,,,
"""0001090116""",8/18/2014,https://www.sec.gov//Archives/edgar/data/1090116/000119312514313463/0001193125-14-313463-index.htm,Duplicate,,,,,,,,,,
"""0001090116""",8/18/2014,https://www.sec.gov//Archives/edgar/data/1090116/000119312514313463/0001193125-14-313463-index.htm,Duplicate,,,,,,,,,,
"""0001137887""",8/18/2014,https://www.sec.gov//Archives/edgar/data/1137887/000119312514313444/0001193125-14-313444-index.htm,Duplicate,,,,,,,,,,
"""0001615905""",12/4/2014,https://www.sec.gov//Archives/edgar/data/1615905/000119312514433603/0001193125-14-433603-index.htm,NAV,,,,,,,,,,
"""0001090116""",8/18/2014,https://www.sec.gov//Archives/edgar/data/1090116/000119312514313463/0001193125-14-313463-index.htm,Duplicate,,,,,,,,,,
"""0000857361""",8/18/2014,https://www.sec.gov//Archives/edgar/data/857361/000119312514313481/0001193125-14-313481-index.htm,NAV,,,,,,,,,,
